"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",7,13,18,8,24,16,3,19,11,15,23,24,1,7,13,8,15,7,10,4,2,20
"2",20,2,1,12,11,23,9,10,10,1,10,2,8,14,6,4,24,1,11,8,14,19
"3",5,3,6,5,19,21,19,5,4,19,17,14,5,18,21,15,4,13,15,19,6,14
"4",8,4,23,18,5,9,2,7,23,17,3,17,12,15,3,13,2,4,16,7,9,10
"5",4,7,14,3,8,6,5,18,6,3,19,11,20,13,22,12,9,2,4,15,20,5
"6",1,22,15,7,9,7,24,17,16,23,22,1,10,16,7,14,21,22,18,10,13,16
"7",22,18,10,19,18,4,20,8,22,11,21,15,15,19,23,2,12,5,1,9,10,17
"8",21,6,13,23,4,17,22,14,9,20,18,4,24,3,11,19,10,10,12,6,1,8
"9",17,9,19,2,10,10,11,3,19,22,13,18,19,2,18,3,22,11,17,21,16,21
"10",10,16,21,10,14,20,16,22,24,2,7,5,11,1,20,21,3,14,7,11,11,22
"11",11,20,11,22,7,5,8,4,3,13,16,10,3,4,2,11,7,18,5,23,12,23
"12",16,14,8,1,20,1,12,13,8,12,5,9,23,20,8,16,1,12,24,3,18,24
"13",6,1,16,21,16,15,14,6,12,7,14,23,22,23,9,20,19,21,6,13,24,18
"14",9,24,9,24,22,19,6,15,17,18,2,3,18,17,17,10,16,9,13,24,22,11
"15",23,8,24,6,23,13,18,12,15,16,8,7,7,9,1,9,11,23,2,16,23,7
"16",12,5,3,14,21,3,4,11,21,6,24,8,13,5,14,23,20,16,21,18,7,9
"17",14,15,7,11,15,8,17,21,5,21,4,21,16,11,5,22,23,6,3,20,8,6
"18",18,11,2,17,12,11,7,23,18,24,15,16,2,24,16,18,8,20,9,5,17,2
"19",15,10,17,15,2,2,15,20,1,8,1,6,4,22,19,5,18,17,14,14,3,12
"20",24,23,12,9,1,24,1,9,7,14,9,22,14,10,24,24,13,24,20,12,15,13
"21",19,19,20,13,13,22,10,16,13,4,20,19,17,21,4,7,6,15,23,22,5,4
"22",2,17,5,4,6,18,13,1,20,10,6,12,21,12,12,6,14,19,8,1,4,1
"23",3,12,4,20,3,14,21,24,14,9,11,20,9,6,10,1,5,8,22,17,21,15
"24",13,21,22,16,17,12,23,2,2,5,12,13,6,8,15,17,17,3,19,2,19,3
