"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,14,4,13,17,13,1,1,9
"2",3,5,21,21,22,10,15,15,21
"3",9,10,2,19,7,21,16,4,19
"4",10,1,12,12,15,25,21,25,15
"5",22,6,14,10,6,18,2,18,24
"6",14,12,8,24,20,20,5,23,4
"7",24,21,10,22,3,11,7,7,14
"8",21,4,3,20,12,5,22,11,6
"9",19,9,25,17,25,23,9,12,11
"10",6,3,17,15,1,16,11,9,2
"11",13,7,23,1,9,14,20,2,8
"12",5,22,22,5,13,22,6,10,20
"13",12,18,1,2,24,12,10,22,16
"14",4,8,6,8,10,1,8,19,12
"15",11,24,20,18,8,7,3,16,7
"16",23,16,18,9,21,19,25,5,13
"17",25,11,19,4,16,9,13,20,1
"18",20,25,7,16,18,15,19,17,22
"19",15,17,16,25,14,2,12,3,25
"20",17,20,5,7,5,24,14,14,5
"21",18,15,24,14,4,4,17,24,17
"22",7,13,9,3,2,8,24,13,23
"23",2,19,15,23,11,17,23,21,10
"24",16,2,11,6,19,6,4,6,18
"25",8,23,13,11,23,3,18,8,3
