"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",6,12,4,5,13,4,4,5,4,12,5,13,14
"2",5,10,14,12,2,3,14,3,13,2,8,11,10
"3",8,2,12,11,9,15,1,1,10,16,4,6,9
"4",16,1,10,9,8,1,5,7,6,6,11,16,2
"5",12,6,7,16,15,9,16,2,1,9,13,8,11
"6",15,16,15,6,7,14,11,8,5,5,6,4,13
"7",14,15,2,10,11,2,12,12,12,15,9,5,7
"8",1,11,9,8,16,10,9,6,16,7,1,3,1
"9",10,8,11,3,14,6,3,16,14,1,12,7,12
"10",11,13,6,1,1,13,6,4,11,10,15,9,4
"11",3,14,16,14,10,11,7,15,7,11,14,15,8
"12",4,3,1,4,12,16,13,10,9,4,10,12,6
"13",2,4,8,7,4,5,10,9,8,14,16,1,16
"14",7,9,3,15,3,8,2,11,2,3,7,2,5
"15",13,5,5,13,5,12,8,13,15,8,3,14,15
"16",9,7,13,2,6,7,15,14,3,13,2,10,3
