"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",17,28,16,20,12,27,12,21,3,2,6,28,21,9,11,10,28,7,12
"2",20,11,13,7,19,3,13,19,8,8,28,14,23,6,21,27,2,28,22
"3",7,19,29,5,4,8,7,15,15,12,13,17,25,3,20,2,17,1,2
"4",13,2,2,15,26,5,2,29,7,17,4,15,9,18,18,3,26,19,17
"5",25,7,10,26,22,13,8,26,16,3,12,2,27,23,28,17,13,11,9
"6",16,22,4,9,25,9,26,3,17,4,16,9,6,7,8,23,23,3,14
"7",1,15,1,29,27,14,16,10,29,15,29,29,20,13,15,29,16,14,1
"8",27,12,6,21,3,17,4,24,14,26,20,16,14,2,1,21,24,21,8
"9",21,29,3,12,1,18,29,18,18,16,17,5,24,29,17,1,5,20,15
"10",15,26,25,3,23,12,24,25,5,27,19,25,7,12,27,18,14,23,10
"11",14,6,26,19,15,7,11,1,28,29,8,6,22,8,10,11,4,22,13
"12",4,21,19,8,28,28,10,27,19,25,25,11,26,24,9,13,20,17,18
"13",26,16,20,22,29,16,23,9,20,6,1,24,13,1,24,4,10,18,19
"14",2,17,5,10,9,15,5,7,1,24,5,7,17,14,26,22,8,6,21
"15",6,9,7,4,10,11,21,22,26,5,9,21,18,16,3,8,19,25,26
"16",8,25,11,23,18,2,27,16,13,22,3,20,16,25,4,16,1,10,4
"17",10,20,12,25,21,22,14,14,4,20,15,1,2,4,5,5,15,29,27
"18",3,8,23,28,5,25,25,28,10,10,18,12,10,11,16,14,3,12,28
"19",24,23,22,27,6,10,18,5,6,18,10,19,28,21,13,24,21,26,20
"20",18,14,18,24,8,4,19,20,27,23,27,8,3,20,23,7,22,5,11
"21",23,1,14,2,7,29,17,17,21,19,2,10,4,10,12,28,11,15,3
"22",19,18,27,17,20,19,3,23,25,14,11,23,5,22,6,25,6,4,23
"23",11,3,15,16,13,21,28,13,24,21,22,22,29,5,29,20,25,9,24
"24",12,24,8,18,11,26,6,4,23,9,24,18,8,19,25,12,7,27,5
"25",5,13,28,14,17,23,22,12,12,7,7,4,12,26,22,26,27,24,7
"26",28,10,9,6,16,24,15,2,11,28,14,27,11,27,19,9,18,2,25
"27",22,4,24,11,24,20,20,6,2,13,26,13,19,17,2,6,9,8,6
"28",29,27,21,1,14,1,1,11,22,11,21,3,15,15,14,15,29,13,29
"29",9,5,17,13,2,6,9,8,9,1,23,26,1,28,7,19,12,16,16
