"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",10,1,6,5,17,17,17,7,1,10,12,9,10
"2",4,4,9,12,10,15,5,13,9,6,1,17,17
"3",6,2,3,15,4,2,10,5,7,4,6,5,7
"4",17,9,7,11,3,7,4,10,3,11,16,2,16
"5",1,10,4,9,15,8,13,12,15,13,3,1,6
"6",16,3,15,8,2,6,14,11,14,9,7,15,4
"7",8,16,16,16,6,10,12,16,2,14,5,10,11
"8",11,17,5,17,16,5,1,9,13,7,11,14,8
"9",14,5,13,14,12,12,7,1,16,16,9,6,13
"10",13,11,2,6,7,13,6,2,5,12,4,13,2
"11",2,8,17,10,14,9,8,3,4,3,17,12,5
"12",3,15,14,4,1,16,3,6,12,8,8,4,9
"13",7,6,11,3,11,3,2,15,6,17,10,7,3
"14",5,13,8,7,8,1,15,4,11,15,14,16,14
"15",15,14,12,2,13,4,11,8,8,2,2,8,15
"16",12,12,10,13,9,14,16,14,10,1,13,3,1
"17",9,7,1,1,5,11,9,17,17,5,15,11,12
