"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",13,1,26,16,10,5,3,26,15,25,12,25,12,26,14,15,6,5,10
"2",16,3,8,5,7,24,10,24,7,4,8,21,15,5,11,16,23,18,21
"3",1,18,11,25,13,11,9,25,24,8,15,11,6,25,21,2,24,15,17
"4",24,19,16,3,4,7,23,23,25,16,18,3,14,3,15,18,7,16,9
"5",19,15,22,9,9,4,20,9,18,3,9,9,22,21,7,6,20,6,23
"6",2,8,14,18,3,12,13,2,8,7,2,5,19,6,17,9,1,2,14
"7",18,10,5,22,11,15,21,14,21,9,3,22,7,20,6,21,2,22,6
"8",22,20,10,2,17,14,11,4,10,21,17,23,20,24,18,7,3,19,22
"9",14,14,1,11,22,20,26,1,22,15,14,24,10,1,13,1,17,1,11
"10",7,24,2,10,23,6,7,6,5,2,10,4,13,19,12,17,13,23,7
"11",17,13,4,17,2,2,5,16,11,19,26,7,1,10,9,8,18,26,16
"12",23,9,18,26,16,9,1,7,3,13,13,12,9,2,4,25,9,14,26
"13",25,6,7,19,24,10,24,21,6,6,24,16,25,18,25,13,14,10,13
"14",11,5,9,1,15,22,2,15,16,10,21,1,23,14,5,3,8,12,2
"15",12,2,24,23,21,16,17,3,20,17,23,2,16,16,16,19,22,21,20
"16",4,7,17,12,5,21,22,8,4,24,19,15,8,22,3,10,21,17,8
"17",21,11,15,7,19,19,12,19,9,18,7,6,3,23,22,22,19,3,3
"18",15,25,25,14,14,23,25,18,2,12,6,8,11,13,23,4,5,24,19
"19",26,26,13,15,26,17,6,13,26,26,1,14,18,12,1,14,25,9,15
"20",6,4,6,4,18,3,19,11,19,23,4,13,5,8,24,12,11,13,25
"21",5,12,21,8,1,18,4,10,23,14,11,18,26,15,26,26,15,25,12
"22",20,22,20,20,8,25,8,5,17,1,20,17,4,7,20,11,12,11,5
"23",10,21,12,13,12,1,18,12,1,11,22,26,17,9,19,24,26,8,1
"24",3,16,23,6,25,13,14,17,13,5,25,19,2,11,2,20,4,7,18
"25",9,23,3,21,6,26,16,20,14,22,16,10,21,17,10,23,10,4,24
"26",8,17,19,24,20,8,15,22,12,20,5,20,24,4,8,5,16,20,4
