"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",19,16,17,22,10,12,17,5,23,15,2,15,9,22,19,14,14,5,4,1,24
"2",5,10,7,14,3,19,22,16,5,5,21,5,3,21,12,16,9,9,17,4,18
"3",15,18,18,2,8,7,3,3,14,12,24,2,13,20,11,17,4,4,14,21,4
"4",17,1,5,7,4,22,2,15,19,13,14,9,19,16,23,11,19,19,7,3,9
"5",8,23,9,24,13,2,1,19,12,3,10,24,12,11,24,12,2,6,19,7,11
"6",3,13,19,11,1,11,6,24,11,8,1,13,1,2,16,1,13,20,9,13,1
"7",13,2,22,6,14,3,13,11,4,17,19,16,4,9,8,10,1,22,1,2,14
"8",12,5,13,20,23,20,14,1,15,9,3,1,11,15,1,6,7,21,23,9,10
"9",23,21,6,8,11,24,12,2,2,11,9,20,15,1,15,22,10,23,15,14,19
"10",24,12,2,10,21,4,21,6,18,2,13,11,2,7,9,13,24,1,11,11,6
"11",11,15,3,1,18,10,18,10,8,22,8,17,24,23,14,2,11,12,22,5,3
"12",9,4,20,4,24,18,16,21,16,10,23,18,21,5,18,15,15,3,18,12,17
"13",22,14,23,15,16,16,19,17,7,1,7,6,22,13,21,18,3,14,5,19,7
"14",1,24,24,5,15,21,10,13,21,24,5,8,5,12,10,23,21,11,16,8,12
"15",10,20,15,18,6,23,23,14,20,16,18,21,16,6,3,5,8,8,6,15,5
"16",6,22,14,9,20,1,24,20,13,14,12,4,17,18,13,8,18,24,8,22,23
"17",16,17,21,19,5,8,8,9,9,6,16,7,23,4,5,9,22,13,20,6,21
"18",14,3,4,17,2,5,15,23,17,23,4,12,18,10,7,21,5,10,13,17,22
"19",2,9,10,12,17,9,5,8,24,4,15,19,20,24,2,24,12,16,3,16,15
"20",21,11,11,13,19,13,4,12,22,21,20,10,6,3,22,3,6,15,21,23,20
"21",4,8,1,21,12,17,9,7,1,20,11,3,14,8,17,7,16,2,2,20,13
"22",18,19,8,23,22,14,7,22,3,19,22,14,10,17,6,19,17,17,10,10,2
"23",7,7,16,16,7,6,20,4,10,18,17,22,7,14,20,20,20,18,24,18,8
"24",20,6,12,3,9,15,11,18,6,7,6,23,8,19,4,4,23,7,12,24,16
