"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",13,15,1,5,10,16,1,21,16,1,1,9,21,20
"2",23,9,8,13,9,19,22,6,8,10,10,2,3,26
"3",10,11,26,15,21,15,2,9,1,24,28,16,6,21
"4",18,19,17,1,27,7,7,16,7,18,19,1,18,27
"5",12,25,28,19,16,5,26,1,10,8,4,14,19,19
"6",16,20,24,9,8,12,21,13,4,23,9,26,28,6
"7",9,17,6,4,19,27,28,12,18,27,12,23,14,24
"8",15,22,10,28,1,10,11,10,22,22,6,5,9,22
"9",14,4,3,22,14,24,8,20,9,21,20,22,4,4
"10",5,18,25,23,22,18,5,25,20,11,11,3,15,3
"11",6,21,2,20,25,22,19,5,13,15,24,7,27,16
"12",19,12,27,2,3,25,20,23,26,14,17,11,5,17
"13",17,14,21,26,26,8,18,7,19,2,21,25,2,13
"14",28,23,18,14,28,21,24,18,15,19,2,18,10,1
"15",11,5,11,10,17,6,25,14,25,4,26,4,12,5
"16",26,1,22,6,13,17,15,2,17,26,23,6,20,10
"17",8,28,15,18,11,1,16,28,12,28,14,8,1,9
"18",25,16,5,24,4,9,27,24,3,16,25,15,16,11
"19",27,3,23,21,6,2,4,15,14,6,13,21,13,23
"20",1,26,20,11,7,28,10,17,5,3,22,12,11,14
"21",21,27,4,8,18,13,3,3,27,12,15,20,7,8
"22",24,10,7,12,24,3,9,22,23,25,8,13,26,15
"23",7,8,16,17,5,23,6,4,24,17,3,28,17,12
"24",2,6,19,25,12,14,23,19,28,20,16,17,25,28
"25",20,7,14,27,20,26,14,11,2,5,7,10,24,7
"26",22,24,13,16,15,20,13,27,21,7,27,27,23,25
"27",3,2,12,7,23,11,17,26,6,13,5,24,8,18
"28",4,13,9,3,2,4,12,8,11,9,18,19,22,2
