"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",16,7,6,14,2,5,18,10,18,3,6,10,18,12,14,4,16,3,4
"2",7,9,19,16,16,16,15,14,14,21,11,8,19,21,2,9,11,21,2
"3",21,10,3,13,21,20,1,21,17,15,16,16,10,9,12,1,12,14,13
"4",10,21,5,21,6,12,7,4,12,20,18,9,6,3,4,6,18,6,11
"5",5,4,14,7,9,14,4,13,20,14,21,5,12,5,15,13,2,2,5
"6",11,2,2,20,10,18,14,9,5,7,19,12,20,18,16,21,9,11,19
"7",6,3,7,1,17,9,11,5,16,6,10,21,9,13,1,7,4,7,20
"8",13,6,8,6,7,15,5,11,2,11,5,19,15,4,3,18,19,20,7
"9",1,11,16,10,5,6,10,2,3,9,20,17,11,19,19,2,14,18,8
"10",12,13,11,4,14,21,21,1,1,19,1,1,14,11,13,5,7,8,12
"11",19,17,20,2,15,17,6,8,6,2,13,11,5,17,10,15,13,5,3
"12",3,16,12,12,20,10,17,7,21,4,14,3,13,6,11,20,20,19,15
"13",20,1,21,9,1,11,12,12,11,16,8,4,2,10,21,10,21,13,21
"14",2,15,17,15,3,19,19,20,9,10,7,20,8,8,7,14,10,4,17
"15",8,20,1,11,12,13,13,15,10,5,2,13,1,7,20,8,1,16,1
"16",9,18,9,5,13,4,8,18,13,18,9,15,16,20,18,19,17,1,14
"17",17,19,18,18,8,8,3,3,19,12,3,14,17,14,9,12,3,15,16
"18",14,14,15,8,11,1,9,19,7,1,15,7,21,1,5,3,8,12,18
"19",18,8,13,17,19,2,16,6,8,17,12,18,7,2,17,16,5,9,6
"20",4,5,10,19,18,3,2,17,4,8,4,2,3,15,8,11,15,10,10
"21",15,12,4,3,4,7,20,16,15,13,17,6,4,16,6,17,6,17,9
