"","V1","V2"
"1",1,11
"2",18,8
"3",12,18
"4",4,7
"5",6,2
"6",17,16
"7",7,9
"8",15,13
"9",11,1
"10",8,15
"11",3,17
"12",10,12
"13",16,3
"14",2,4
"15",14,5
"16",13,10
"17",9,6
"18",5,14
