"","V1","V2"
"1",13,22
"2",11,15
"3",15,11
"4",19,8
"5",1,14
"6",4,10
"7",9,12
"8",20,20
"9",12,9
"10",7,5
"11",21,4
"12",16,18
"13",3,21
"14",5,7
"15",18,16
"16",8,19
"17",17,2
"18",14,6
"19",22,13
"20",10,1
"21",2,3
"22",6,17
