"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",13,5,29,16,8,11,20,15,27,4,19,24,4,26,3
"2",24,28,11,28,23,7,17,6,11,9,10,22,11,9,2
"3",23,11,28,18,19,20,9,22,10,18,30,6,9,27,29
"4",25,9,25,9,20,10,26,9,22,20,3,5,20,8,7
"5",9,22,30,19,25,18,21,14,2,22,6,14,26,2,22
"6",28,17,18,20,13,30,12,17,6,29,1,28,16,24,5
"7",4,15,26,27,9,9,2,25,16,26,15,25,21,10,27
"8",18,24,27,4,21,23,3,8,8,2,23,19,22,19,11
"9",21,16,16,15,16,22,30,1,24,6,12,30,30,12,30
"10",16,25,17,12,28,12,5,26,4,24,18,3,3,13,4
"11",10,29,24,8,5,25,27,28,12,17,8,26,6,16,17
"12",6,3,15,5,15,17,1,5,30,23,9,15,10,30,18
"13",27,6,20,6,1,14,16,4,1,15,21,20,13,4,26
"14",8,21,8,3,17,5,13,19,23,19,25,29,8,3,9
"15",20,1,10,2,6,4,19,21,9,27,11,9,27,17,13
"16",14,27,3,17,7,26,10,7,26,28,20,7,18,6,20
"17",3,26,6,7,18,13,18,18,14,5,2,4,19,25,28
"18",22,23,9,30,2,16,28,24,19,21,22,16,23,29,10
"19",30,30,23,23,12,8,14,16,29,13,27,1,28,15,16
"20",12,8,14,21,14,1,29,30,7,1,24,11,17,7,19
"21",29,13,2,13,11,19,4,23,17,3,7,17,1,1,15
"22",7,14,4,24,10,21,25,3,3,14,14,2,7,21,8
"23",15,10,1,11,30,6,11,11,5,12,16,27,24,28,21
"24",19,4,7,26,22,24,23,12,15,25,26,23,2,14,25
"25",11,7,5,22,24,15,7,29,25,16,5,21,29,18,6
"26",2,18,21,14,27,2,24,2,18,30,29,18,15,23,14
"27",17,20,19,25,3,3,6,10,21,8,4,10,5,20,24
"28",26,19,12,1,26,28,22,27,28,11,17,12,12,22,23
"29",5,2,22,29,29,27,15,20,20,7,13,8,14,5,12
"30",1,12,13,10,4,29,8,13,13,10,28,13,25,11,1
