"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",11,7,7,14,15,8,14,5,2,2
"2",6,5,9,9,2,6,1,16,8,1
"3",14,3,14,4,4,12,13,11,4,8
"4",5,9,6,5,9,16,5,13,1,15
"5",15,15,5,7,6,14,6,2,9,3
"6",4,6,15,8,10,7,15,1,10,16
"7",8,11,3,6,8,1,16,14,13,6
"8",10,16,11,10,16,13,11,15,11,12
"9",9,12,12,12,5,2,3,3,3,11
"10",3,13,1,16,3,10,12,9,6,10
"11",12,8,8,1,1,5,10,6,16,13
"12",13,10,16,15,11,9,4,12,15,7
"13",2,14,13,2,13,4,8,8,5,4
"14",1,1,10,13,7,15,9,7,14,5
"15",16,2,4,11,12,3,7,10,7,14
"16",7,4,2,3,14,11,2,4,12,9
