"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",12,17,6,5,2,17,4,10,15,13,15,6,6,6,3
"2",3,16,5,6,9,13,14,5,4,2,16,9,17,15,13
"3",19,11,19,8,7,10,19,9,1,7,3,10,1,10,1
"4",13,14,16,19,18,14,3,2,5,10,10,5,8,12,18
"5",5,3,3,17,8,11,6,6,17,6,2,11,4,7,15
"6",4,8,17,18,15,12,17,11,16,18,14,8,16,9,4
"7",2,19,18,14,5,5,7,14,11,5,11,17,7,16,8
"8",8,15,7,16,3,3,16,16,6,12,5,3,13,4,12
"9",6,10,1,1,19,1,5,7,7,11,7,15,12,11,2
"10",14,18,14,7,11,7,9,3,12,17,1,14,19,1,10
"11",16,13,2,13,16,6,13,12,13,15,17,12,2,17,14
"12",1,6,13,4,13,19,10,15,8,14,4,2,3,14,11
"13",10,12,10,3,17,15,18,17,19,4,9,18,9,5,16
"14",11,2,9,12,1,16,15,1,9,16,8,19,11,18,7
"15",7,7,12,9,6,8,1,19,3,19,18,13,10,8,19
"16",18,5,4,15,12,18,8,13,2,8,13,16,15,3,9
"17",17,4,15,2,4,2,11,8,18,9,12,7,14,13,17
"18",9,1,11,10,14,4,12,4,10,3,19,1,5,2,6
"19",15,9,8,11,10,9,2,18,14,1,6,4,18,19,5
