"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",6,10,19,16,17,8,3,12,9,18,3,20,2,16,17,21,23
"2",14,7,2,2,18,14,1,21,14,19,18,8,14,1,21,10,17
"3",22,21,23,5,24,9,7,17,11,13,11,6,7,21,8,2,10
"4",15,13,16,21,22,19,11,22,24,21,8,17,16,7,5,19,5
"5",24,19,9,7,16,23,16,10,20,17,15,21,24,14,13,6,24
"6",5,6,7,22,3,7,10,16,18,14,9,3,21,11,9,3,21
"7",20,5,14,20,21,3,13,7,22,3,23,11,10,20,19,13,19
"8",16,23,20,17,5,18,20,13,21,10,2,7,4,2,14,11,18
"9",4,11,13,11,8,17,18,19,17,22,20,13,3,23,18,1,2
"10",21,15,4,23,9,21,8,4,8,23,12,4,8,13,20,22,11
"11",7,20,5,4,2,12,6,8,23,7,7,18,13,19,23,12,6
"12",23,2,8,12,1,10,12,14,2,16,24,19,5,3,10,16,7
"13",10,4,21,18,10,22,2,5,15,9,16,23,11,10,2,4,9
"14",2,22,22,8,11,2,9,2,16,20,22,12,20,5,12,18,13
"15",8,17,18,19,20,11,23,9,3,15,19,5,17,8,24,7,8
"16",13,3,3,14,19,15,21,1,13,12,1,10,23,22,11,17,1
"17",12,12,10,1,15,6,17,11,19,5,14,2,1,9,1,24,4
"18",3,14,6,10,23,16,15,3,6,2,10,16,6,4,7,8,20
"19",17,8,15,3,7,5,19,6,5,24,5,15,15,18,3,9,16
"20",19,16,11,15,12,1,4,20,7,4,4,14,22,6,16,5,3
"21",11,18,12,13,6,20,5,15,4,6,21,9,18,24,4,20,22
"22",9,24,1,24,13,4,22,23,10,11,17,22,9,17,6,14,14
"23",1,1,17,6,14,24,14,24,1,8,6,1,12,15,15,15,12
"24",18,9,24,9,4,13,24,18,12,1,13,24,19,12,22,23,15
