"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",25,7,11,26,13,18,4,9,21
"2",13,5,19,9,21,13,2,4,2
"3",20,25,22,16,17,24,17,5,24
"4",2,8,12,12,16,2,16,26,4
"5",18,10,2,7,25,7,18,11,22
"6",4,20,1,6,14,26,3,14,14
"7",1,14,27,13,8,12,7,10,25
"8",10,22,24,2,12,9,25,8,8
"9",22,16,5,21,11,10,14,25,27
"10",6,17,20,22,2,23,15,12,3
"11",8,1,14,1,20,20,13,17,26
"12",11,9,25,24,24,25,11,24,15
"13",21,2,26,20,15,6,21,13,7
"14",3,13,16,19,27,17,23,1,12
"15",12,11,17,25,7,3,27,16,23
"16",14,4,6,14,10,27,24,3,18
"17",27,27,15,15,26,11,8,15,6
"18",24,15,9,10,23,22,26,22,9
"19",9,3,4,17,4,8,6,20,10
"20",16,18,23,4,19,4,5,21,19
"21",15,21,3,27,18,15,20,18,1
"22",19,12,7,3,6,21,9,7,5
"23",17,23,18,18,9,19,1,27,11
"24",7,24,8,23,22,5,10,6,17
"25",5,26,10,8,5,14,22,23,20
"26",26,6,21,5,3,16,19,19,16
"27",23,19,13,11,1,1,12,2,13
