"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",8,12,14,21,22,21,5,11
"2",20,9,11,19,13,5,2,3
"3",2,20,10,14,8,4,7,20
"4",21,11,20,9,4,19,9,18
"5",5,7,4,12,2,10,1,13
"6",11,22,15,18,1,15,10,6
"7",19,3,3,16,17,16,11,15
"8",7,14,1,17,15,2,15,7
"9",16,15,8,20,5,13,20,21
"10",18,19,17,13,20,11,19,4
"11",10,10,5,8,21,6,21,19
"12",15,17,2,6,9,18,4,8
"13",6,13,19,3,6,7,12,2
"14",12,6,16,2,14,14,3,22
"15",4,18,12,4,16,20,17,16
"16",22,21,6,1,12,9,13,12
"17",3,8,21,15,11,17,22,9
"18",9,1,18,22,10,8,14,17
"19",17,4,13,5,3,3,18,10
"20",14,16,22,10,18,1,6,14
"21",13,5,7,11,7,22,16,1
"22",1,2,9,7,19,12,8,5
