"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",16,19,8,15,13,12,3,17,14,17,18,19,10
"2",3,11,10,13,16,3,11,13,20,2,17,6,1
"3",9,10,14,9,18,1,16,9,7,20,1,20,12
"4",20,2,16,5,20,6,6,19,10,9,11,11,5
"5",13,15,2,2,4,7,13,11,2,19,15,8,6
"6",19,8,3,11,17,15,19,7,17,14,14,10,20
"7",2,1,7,3,12,11,15,3,13,16,7,2,9
"8",6,17,11,4,14,9,5,4,3,3,12,15,19
"9",17,18,20,16,8,5,18,5,12,5,10,5,8
"10",7,7,5,14,7,10,20,18,4,6,8,18,3
"11",4,6,18,17,3,8,7,12,18,18,9,12,18
"12",5,16,1,18,19,19,8,8,11,8,5,13,7
"13",1,20,12,8,1,17,17,20,9,11,13,9,14
"14",10,14,4,7,9,4,2,16,16,7,3,3,16
"15",8,9,17,10,10,18,1,6,5,15,19,4,4
"16",15,13,13,6,5,14,9,2,19,12,4,17,2
"17",14,12,15,20,15,13,12,15,1,13,6,1,17
"18",12,3,6,19,6,2,10,1,8,10,20,14,15
"19",11,5,19,1,11,20,14,14,15,4,16,16,13
"20",18,4,9,12,2,16,4,10,6,1,2,7,11
