"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,8,11,15,17,8,1,6,10,14
"2",5,5,17,10,4,1,6,12,6,12
"3",13,14,16,8,14,10,5,3,11,2
"4",3,3,12,5,11,16,10,8,1,4
"5",1,11,6,9,2,9,16,17,9,1
"6",11,1,7,11,12,4,17,1,7,9
"7",4,13,4,6,9,2,11,4,13,17
"8",15,7,13,13,3,15,13,5,14,8
"9",6,16,5,12,13,17,7,13,15,10
"10",7,10,3,3,5,13,2,2,5,7
"11",14,12,8,14,10,3,3,15,2,5
"12",17,17,10,1,1,6,9,7,8,11
"13",16,6,2,7,16,11,12,11,4,13
"14",12,2,9,4,8,14,4,16,12,16
"15",9,15,15,16,7,12,15,10,3,15
"16",8,9,14,2,15,5,14,14,16,6
"17",10,4,1,17,6,7,8,9,17,3
