"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",16,22,16,4,18,26,26,20,18,1,23,15,26
"2",14,8,17,26,9,3,2,12,19,24,3,22,9
"3",5,27,7,24,12,11,25,2,15,5,13,24,12
"4",9,5,3,7,14,1,14,5,25,11,26,18,19
"5",21,17,2,20,6,19,12,18,21,3,2,3,17
"6",18,16,28,1,5,18,15,4,13,18,8,23,28
"7",7,6,19,25,8,21,18,13,2,8,21,7,25
"8",4,7,6,5,10,22,23,22,10,16,6,11,5
"9",23,2,11,11,21,8,9,17,8,6,7,26,24
"10",10,25,13,15,3,24,3,26,27,13,10,20,21
"11",28,9,18,6,25,23,4,1,20,15,17,9,16
"12",19,10,4,16,17,13,5,28,1,14,22,21,1
"13",27,3,10,23,2,16,27,19,14,22,27,17,14
"14",1,11,15,14,19,12,28,7,23,21,4,4,23
"15",15,18,12,13,4,4,20,3,4,19,19,2,3
"16",24,24,5,2,16,7,17,14,26,27,12,8,10
"17",13,13,1,17,24,25,22,10,7,28,16,27,20
"18",8,28,20,8,26,14,16,21,3,23,1,19,15
"19",26,21,14,28,15,27,11,6,5,10,5,16,6
"20",3,19,25,21,20,20,13,16,24,20,24,25,4
"21",6,15,8,27,28,6,8,23,17,17,18,10,27
"22",25,14,21,9,7,9,21,24,22,9,20,28,7
"23",11,23,9,10,23,17,1,11,12,7,28,5,8
"24",22,26,22,19,11,10,7,8,9,25,25,12,22
"25",2,12,24,3,1,5,6,15,6,2,15,14,13
"26",12,1,27,12,13,28,10,25,16,26,14,1,11
"27",17,4,23,18,27,15,19,9,28,4,9,13,2
"28",20,20,26,22,22,2,24,27,11,12,11,6,18
