"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",7,11,18,24,14,25,19,22,18,5,15,18,21,25,25,25,13,24,16,16,5,17,24
"2",10,3,25,19,4,2,11,12,13,6,7,17,2,10,3,21,2,17,8,25,16,11,19
"3",17,5,13,20,5,9,21,23,22,10,8,5,24,14,21,8,22,11,4,6,18,25,8
"4",3,15,10,16,3,15,10,1,10,20,19,7,25,21,14,22,1,1,15,12,26,22,18
"5",15,23,7,9,1,4,14,9,17,3,13,25,20,8,5,23,18,6,18,3,9,16,3
"6",2,14,1,2,26,14,20,17,19,16,6,16,1,11,12,17,5,15,21,11,1,26,5
"7",18,9,26,5,21,8,13,4,20,21,11,12,9,2,26,15,25,3,19,19,13,20,22
"8",19,8,9,14,16,11,24,7,4,26,9,1,4,20,8,24,17,23,13,2,7,7,16
"9",13,22,24,12,23,16,8,26,11,13,16,3,7,7,16,26,19,26,1,14,24,15,1
"10",8,6,4,21,19,19,25,3,23,15,24,21,13,12,6,18,20,9,6,18,23,6,11
"11",11,2,12,13,20,20,1,24,3,2,21,22,5,15,13,10,15,7,24,1,15,21,20
"12",1,4,6,6,7,3,4,14,12,23,23,14,11,23,24,7,21,25,17,13,12,9,7
"13",12,13,16,7,8,21,26,5,5,4,3,10,8,18,20,6,9,2,7,20,8,12,2
"14",25,10,19,23,25,10,5,6,9,14,1,24,26,19,11,9,12,19,22,15,22,13,4
"15",16,1,3,3,17,13,16,18,16,1,12,9,22,3,15,1,8,22,14,21,25,1,17
"16",4,12,23,11,12,17,9,16,7,19,10,26,23,5,9,2,23,10,3,9,3,8,21
"17",6,25,15,25,13,6,18,19,2,18,2,13,12,4,23,20,10,8,25,7,21,3,13
"18",20,17,17,17,9,23,17,10,21,24,25,23,6,1,17,4,3,21,12,4,14,18,9
"19",21,20,2,22,11,12,3,8,1,9,22,15,16,6,22,16,16,18,5,22,2,24,15
"20",5,26,11,15,15,26,12,11,26,12,4,6,14,17,1,5,26,20,26,26,11,19,14
"21",23,7,14,18,10,24,7,25,15,22,18,4,17,9,7,14,6,5,20,23,6,4,6
"22",9,19,20,10,22,1,2,2,24,8,14,2,18,16,19,12,4,14,11,5,4,2,12
"23",26,18,21,1,6,22,22,13,8,7,26,8,15,13,10,19,24,16,23,10,19,10,25
"24",24,16,5,26,24,7,15,15,14,11,17,11,10,26,2,3,7,4,2,8,10,14,26
"25",22,21,8,8,2,18,6,21,25,17,5,20,3,24,18,13,14,12,9,17,20,5,23
"26",14,24,22,4,18,5,23,20,6,25,20,19,19,22,4,11,11,13,10,24,17,23,10
