"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,2,19,7,13,9,2,27,16,23,13,6,21,11
"2",1,27,14,25,1,16,13,3,17,15,14,19,22,1
"3",2,12,3,14,7,19,9,23,10,21,1,15,1,19
"4",16,19,23,22,27,11,15,4,7,24,4,4,7,14
"5",25,1,26,3,21,17,12,7,15,14,24,12,4,20
"6",11,20,1,2,9,15,4,6,27,9,10,3,13,15
"7",5,23,16,11,25,24,26,14,23,13,8,9,3,8
"8",8,16,17,1,4,12,27,13,8,27,19,22,17,22
"9",23,24,12,10,6,8,6,19,1,20,27,14,11,7
"10",22,18,20,19,23,26,7,22,26,26,16,18,16,17
"11",20,17,18,17,11,3,1,5,11,3,17,23,2,9
"12",9,15,22,13,17,22,8,10,5,8,22,2,27,4
"13",24,10,8,24,20,13,5,15,20,1,3,10,18,6
"14",7,21,5,21,22,2,11,16,12,16,25,8,24,23
"15",12,4,13,26,16,25,3,12,4,17,9,25,10,25
"16",13,13,25,4,19,1,22,20,18,18,2,21,14,2
"17",10,5,4,20,14,7,20,9,25,25,21,13,5,5
"18",26,22,6,6,15,21,18,8,13,22,6,26,25,12
"19",17,7,7,5,2,27,16,17,9,5,15,7,8,3
"20",21,11,11,15,10,23,23,2,19,19,23,5,19,27
"21",3,8,10,9,24,6,19,1,2,4,12,17,15,18
"22",14,25,27,18,12,18,21,21,3,2,7,11,20,21
"23",19,3,2,16,26,14,24,24,6,12,18,20,23,10
"24",18,6,21,12,3,5,10,11,24,11,5,16,26,24
"25",15,26,9,8,18,10,14,26,21,7,20,24,6,26
"26",6,9,24,23,8,20,17,18,22,6,26,27,12,13
"27",27,14,15,27,5,4,25,25,14,10,11,1,9,16
