"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",18,18,25,5,18,19,24,11,4,22,24,4,16,25,2,8,3,15,8,11,13,14,12
"2",10,12,19,12,25,10,16,25,1,7,14,5,21,2,17,23,21,6,13,15,18,22,25
"3",15,24,8,18,15,18,1,20,8,6,13,23,10,20,13,5,2,3,21,3,15,16,24
"4",3,9,13,20,2,20,20,4,24,14,23,18,17,24,22,11,17,7,15,14,19,5,21
"5",23,11,24,21,4,3,15,2,20,2,11,10,9,13,7,1,8,9,16,10,16,20,2
"6",24,8,4,15,19,12,5,5,9,18,21,21,11,22,10,22,22,10,10,18,7,21,3
"7",1,14,16,1,16,25,10,1,12,8,15,15,13,14,5,14,25,19,25,1,25,25,11
"8",22,21,20,13,10,7,4,7,16,24,17,24,22,4,19,10,15,20,4,9,20,17,19
"9",4,19,18,14,3,17,7,9,3,10,19,11,4,5,20,20,6,16,20,21,5,10,4
"10",12,6,12,19,7,11,8,21,7,16,2,9,18,16,23,6,4,18,3,22,23,24,9
"11",8,4,23,7,12,21,2,8,17,5,3,8,24,19,8,19,13,2,7,20,9,11,16
"12",2,17,14,22,23,15,9,24,15,19,8,22,20,6,3,15,9,8,9,7,12,2,1
"13",11,13,2,4,8,6,3,18,22,23,22,1,14,8,11,13,10,1,24,16,22,9,8
"14",17,20,21,2,20,8,11,22,19,9,9,16,12,23,24,3,18,13,17,23,3,4,10
"15",16,25,17,25,14,4,22,17,11,13,20,13,2,17,6,25,11,12,2,24,24,6,17
"16",21,16,7,23,13,9,12,3,5,12,5,3,19,10,4,12,20,22,23,17,8,3,23
"17",20,3,22,8,11,14,19,15,6,21,4,19,5,12,18,18,19,5,22,5,21,7,7
"18",14,22,10,16,6,22,23,19,21,20,10,7,23,18,14,24,16,21,18,8,4,19,6
"19",7,1,6,10,17,1,21,14,2,3,18,25,25,15,15,4,12,23,14,13,10,8,5
"20",13,5,15,24,24,13,6,16,23,4,25,2,3,11,16,9,24,17,6,6,1,13,14
"21",9,7,3,17,21,23,25,10,14,25,1,14,1,3,12,2,14,14,19,25,14,15,18
"22",19,2,11,3,5,16,14,23,25,11,16,20,6,9,1,17,7,25,12,19,11,18,22
"23",25,10,1,11,9,24,17,13,13,1,12,12,15,1,25,16,1,11,1,2,6,1,13
"24",5,23,9,6,1,5,18,12,10,15,6,17,8,7,9,7,23,4,5,12,2,23,15
"25",6,15,5,9,22,2,13,6,18,17,7,6,7,21,21,21,5,24,11,4,17,12,20
