"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",18,21,2,18,14,3,12,7,3
"2",1,14,14,19,4,4,11,23,16
"3",20,13,7,17,16,21,3,22,17
"4",19,15,20,5,3,20,14,13,1
"5",22,7,15,1,12,2,6,18,11
"6",4,16,3,3,7,15,4,9,19
"7",14,17,11,2,21,13,20,24,5
"8",23,20,17,15,8,8,22,17,20
"9",12,6,1,12,6,22,23,20,12
"10",2,18,10,22,13,19,21,3,14
"11",15,3,8,4,10,5,19,5,18
"12",5,12,23,11,17,1,24,11,8
"13",3,4,9,14,23,9,7,16,2
"14",7,8,16,16,9,24,16,6,4
"15",17,1,12,24,5,12,1,10,9
"16",24,11,5,9,18,17,10,1,7
"17",10,9,4,23,19,6,15,14,24
"18",9,19,18,6,20,7,2,4,13
"19",11,22,22,21,11,16,5,19,6
"20",8,24,6,8,1,10,17,15,10
"21",16,23,13,10,24,23,9,12,22
"22",21,5,21,20,22,14,18,8,15
"23",6,2,19,7,15,18,13,21,21
"24",13,10,24,13,2,11,8,2,23
