"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",16,1,1,14,6,15,16,14,1,10,1,1,18,26,26,15,15,3
"2",27,27,13,10,27,9,27,17,20,1,2,15,14,14,10,9,10,2
"3",8,16,21,5,20,17,12,9,22,12,9,5,25,6,21,4,2,6
"4",10,20,26,12,7,24,23,26,4,15,17,14,6,24,19,1,8,11
"5",3,23,8,19,9,4,10,10,3,19,13,25,23,4,6,8,13,9
"6",4,21,10,21,13,26,26,7,18,4,15,7,22,20,23,22,18,18
"7",19,22,20,17,23,19,18,6,9,24,10,24,8,19,13,26,24,4
"8",6,9,15,3,3,20,5,2,6,2,4,22,12,13,17,21,7,14
"9",13,14,22,9,8,1,8,8,19,5,8,18,7,27,1,12,19,26
"10",22,6,7,20,16,5,9,23,21,11,14,21,4,21,20,24,3,8
"11",7,12,14,25,22,12,13,21,10,26,3,12,26,25,3,20,4,19
"12",20,24,16,23,10,16,6,12,11,8,25,2,2,16,7,5,5,21
"13",1,15,2,15,25,22,17,19,16,7,23,26,9,2,14,14,6,27
"14",2,8,23,22,5,7,19,20,26,22,7,3,11,15,15,7,23,15
"15",5,11,12,7,12,13,7,16,14,27,27,17,1,10,27,11,27,1
"16",23,19,9,2,15,25,11,22,17,21,5,4,5,3,4,18,17,13
"17",21,13,6,26,18,11,22,4,7,13,6,16,10,5,24,3,22,22
"18",25,7,27,13,11,10,14,1,15,9,26,11,27,1,11,25,21,12
"19",14,18,19,24,24,3,3,25,5,3,20,8,16,8,18,16,20,7
"20",26,2,24,18,14,27,2,18,12,23,11,20,21,12,22,10,11,25
"21",11,26,4,11,1,14,1,27,23,14,12,13,20,11,12,27,25,23
"22",24,17,3,6,4,2,21,5,13,25,21,9,19,17,16,13,1,17
"23",12,4,5,16,26,21,4,3,24,20,19,10,13,22,8,2,16,10
"24",17,10,18,27,2,23,24,13,25,16,22,19,17,7,2,17,9,5
"25",15,25,25,1,19,8,15,15,27,18,24,27,15,23,25,19,14,20
"26",9,3,17,8,21,6,25,11,2,17,16,6,3,9,9,23,12,24
"27",18,5,11,4,17,18,20,24,8,6,18,23,24,18,5,6,26,16
