"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",18,6,4,4,18,5,12,20,27,11,8,8,11,18,3,20,11,2,7,25
"2",4,29,8,24,28,27,9,10,18,14,23,9,13,17,25,24,22,26,6,15
"3",29,11,18,26,21,22,22,21,7,7,3,14,23,13,15,23,28,5,5,9
"4",11,17,14,11,19,21,20,7,24,28,10,2,26,28,5,28,19,13,29,12
"5",2,13,25,3,20,6,6,19,6,27,27,13,16,12,13,18,27,22,24,24
"6",6,23,2,18,9,16,27,1,14,9,20,17,22,4,2,15,29,10,17,29
"7",1,3,15,6,10,20,16,3,26,6,25,27,8,14,12,22,7,21,16,3
"8",24,21,28,17,23,4,15,2,17,22,6,28,20,16,28,26,10,17,13,28
"9",22,26,10,5,17,8,23,25,23,18,17,26,24,7,10,5,23,24,9,10
"10",10,24,1,7,25,15,19,16,5,23,1,18,1,23,16,13,13,20,2,1
"11",5,25,23,27,3,12,8,22,29,15,15,22,28,21,18,19,12,3,25,11
"12",25,2,3,13,4,17,5,28,12,24,22,4,21,8,19,27,14,16,14,5
"13",20,27,19,2,14,19,10,4,2,12,9,10,12,5,26,7,16,1,23,7
"14",28,22,17,19,27,7,4,17,20,8,24,11,17,27,6,8,4,12,19,2
"15",7,18,16,20,11,18,7,27,25,26,4,15,6,6,20,4,3,15,4,27
"16",13,1,27,15,22,28,13,29,13,13,7,29,7,24,1,6,24,14,20,14
"17",14,10,7,25,2,3,17,5,9,16,2,12,19,11,8,2,8,27,27,13
"18",15,20,29,9,1,29,18,15,21,3,28,1,18,10,14,1,15,9,3,19
"19",19,8,24,1,12,13,28,9,11,10,19,16,29,29,21,16,2,25,1,16
"20",23,16,11,22,5,11,11,6,3,25,26,25,5,26,11,17,21,4,8,18
"21",27,14,6,8,7,23,2,13,22,5,5,21,15,22,23,14,25,23,26,22
"22",9,7,13,10,29,24,3,11,8,20,13,23,27,2,9,11,5,6,12,20
"23",17,12,5,29,15,26,29,18,16,29,29,24,14,15,29,10,1,11,21,8
"24",26,4,22,28,26,14,21,8,28,17,18,6,3,3,17,12,20,19,22,21
"25",3,9,20,14,6,1,26,12,19,21,11,7,9,20,24,9,26,7,11,4
"26",21,28,21,16,8,25,25,24,4,19,14,5,10,19,7,21,6,28,18,23
"27",12,19,12,12,24,2,24,26,10,4,21,20,4,9,22,25,9,8,28,17
"28",16,15,26,23,13,9,1,14,15,1,12,19,2,1,4,29,17,29,10,6
"29",8,5,9,21,16,10,14,23,1,2,16,3,25,25,27,3,18,18,15,26
