"","V1","V2","V3"
"1",17,19,20
"2",12,21,13
"3",11,3,19
"4",19,17,3
"5",14,14,15
"6",9,11,16
"7",8,4,4
"8",13,8,1
"9",16,5,12
"10",7,18,11
"11",20,7,17
"12",10,15,7
"13",5,20,5
"14",18,2,6
"15",2,16,18
"16",4,1,14
"17",21,13,10
"18",15,10,8
"19",3,12,2
"20",1,6,9
"21",6,9,21
