"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",7,11,12,2,8,6,5,5,4,13,4,14,2,13
"2",3,1,2,9,13,9,11,4,5,11,8,4,1,5
"3",14,12,9,10,3,4,3,6,9,8,14,1,3,4
"4",4,2,13,14,7,10,4,13,15,6,7,12,5,6
"5",12,7,3,3,4,8,12,11,13,3,5,5,4,14
"6",8,10,1,13,2,14,6,3,12,10,9,11,14,11
"7",2,8,14,8,9,1,15,2,14,7,12,6,11,12
"8",5,14,6,5,6,13,14,15,7,15,15,9,7,7
"9",6,4,8,6,1,3,7,14,3,9,1,2,15,8
"10",15,6,7,11,10,5,13,9,11,14,3,15,10,3
"11",1,13,5,4,12,7,1,8,10,1,6,8,13,2
"12",13,3,11,7,15,12,2,10,8,12,11,7,12,15
"13",11,5,10,1,5,11,9,1,1,4,10,10,9,1
"14",10,15,15,15,11,15,10,7,6,5,2,3,8,9
"15",9,9,4,12,14,2,8,12,2,2,13,13,6,10
