"","V1","V2","V3","V4","V5","V6","V7"
"1",19,16,24,17,26,22,11
"2",23,2,10,14,24,15,21
"3",24,23,21,11,11,4,18
"4",18,8,18,6,9,19,1
"5",11,22,19,26,18,18,19
"6",10,12,2,9,25,11,3
"7",21,4,25,1,14,12,13
"8",5,5,17,18,6,16,26
"9",7,24,12,15,15,23,2
"10",20,10,4,16,16,2,24
"11",13,3,5,24,12,24,8
"12",1,1,13,12,17,7,10
"13",15,7,20,20,20,3,5
"14",9,13,26,23,10,10,22
"15",4,19,8,22,23,5,14
"16",12,6,6,7,2,6,17
"17",25,20,7,4,19,17,7
"18",26,11,14,21,1,21,15
"19",22,15,11,25,5,8,4
"20",2,14,3,2,13,20,20
"21",16,18,9,10,4,26,23
"22",14,25,15,5,22,9,25
"23",3,21,23,13,3,14,6
"24",6,9,22,8,21,25,16
"25",17,26,1,19,8,13,12
"26",8,17,16,3,7,1,9
