"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",8,20,20,12,7,4,6,10,5,19
"2",11,7,21,17,20,10,19,16,18,14
"3",18,4,13,18,3,11,1,7,4,10
"4",21,10,12,10,13,17,3,14,20,21
"5",17,21,6,7,21,15,9,19,8,11
"6",12,8,1,15,14,18,7,2,6,6
"7",1,9,11,9,2,3,18,18,7,8
"8",16,6,15,1,16,1,8,11,16,7
"9",10,18,3,3,5,9,2,15,15,5
"10",9,2,17,4,9,20,11,17,2,13
"11",4,12,18,19,12,14,5,21,12,3
"12",20,13,19,6,11,8,21,4,9,4
"13",2,19,14,13,17,21,15,6,14,9
"14",5,11,4,2,15,12,17,8,3,20
"15",14,17,10,16,18,5,13,13,1,1
"16",15,15,8,20,4,19,20,12,10,18
"17",3,3,9,8,19,7,4,3,11,17
"18",19,5,2,14,8,6,14,20,13,16
"19",13,16,16,5,1,13,12,1,17,15
"20",6,14,5,21,10,2,10,5,21,12
"21",7,1,7,11,6,16,16,9,19,2
