"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",8,3,12,2,17,14,1,8,13,1
"2",10,27,27,13,16,21,6,14,11,27
"3",27,24,11,24,14,15,17,9,23,25
"4",5,18,8,22,27,18,22,18,16,3
"5",12,2,16,21,24,12,15,21,1,24
"6",24,15,2,12,15,1,9,11,2,5
"7",19,25,5,4,21,26,19,13,5,14
"8",20,21,23,26,9,13,2,17,4,10
"9",23,12,24,3,5,10,14,2,15,23
"10",6,6,20,23,2,2,8,12,20,13
"11",21,1,6,18,12,22,5,5,17,18
"12",13,16,22,20,19,27,10,3,22,6
"13",26,11,15,6,25,19,7,25,19,9
"14",2,13,4,15,22,9,3,16,25,21
"15",7,23,17,7,26,5,11,4,8,17
"16",22,19,21,19,18,3,25,26,14,19
"17",1,14,14,17,7,20,26,7,3,22
"18",9,10,1,25,8,25,13,27,12,16
"19",18,26,13,16,6,7,12,22,26,2
"20",3,8,25,9,13,8,18,24,6,7
"21",25,4,18,14,4,24,23,15,9,4
"22",11,22,3,10,3,11,24,6,18,8
"23",14,5,7,5,10,4,21,19,21,26
"24",16,9,10,27,20,6,20,1,10,11
"25",17,7,26,11,23,16,27,10,27,15
"26",4,20,19,1,11,23,16,20,24,12
"27",15,17,9,8,1,17,4,23,7,20
