"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",4,18,14,19,8,14,8,19,4,12,18,9,12,18,16,16
"2",17,5,8,4,17,16,5,9,3,18,19,10,7,3,15,10
"3",3,3,15,17,15,11,7,3,11,14,4,17,17,4,10,3
"4",16,11,20,13,7,8,16,17,20,20,20,14,13,8,7,7
"5",18,20,6,20,11,6,12,2,9,7,16,20,3,11,12,6
"6",10,6,10,1,9,1,15,20,12,10,5,19,9,1,20,15
"7",9,12,2,15,18,15,4,16,19,2,7,13,6,7,11,18
"8",8,19,9,8,14,19,11,15,14,9,14,1,16,2,1,4
"9",5,8,17,5,20,12,19,14,7,8,11,16,1,19,5,9
"10",20,16,19,7,16,5,6,13,8,5,1,8,19,12,14,12
"11",1,2,1,11,2,7,13,12,1,1,15,11,20,9,9,11
"12",11,13,18,12,6,13,18,5,2,3,8,3,8,6,17,2
"13",14,7,3,14,12,2,3,18,6,13,9,6,10,17,3,1
"14",2,17,5,3,4,10,10,11,17,19,3,7,5,15,13,5
"15",19,1,12,18,5,18,14,10,13,11,2,5,2,10,4,14
"16",7,14,16,9,3,3,2,6,10,15,12,12,4,5,2,20
"17",13,15,4,6,10,17,17,4,5,16,6,15,18,14,6,17
"18",6,10,7,16,19,4,20,7,15,17,13,4,14,13,19,13
"19",15,9,11,10,1,20,1,8,16,6,10,18,15,20,18,8
"20",12,4,13,2,13,9,9,1,18,4,17,2,11,16,8,19
