"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",18,12,24,17,19,22,6,23,6,19,7,25,9,12,23,19,7,4,12,25,17
"2",3,11,15,6,4,18,7,10,23,21,10,21,23,25,19,9,24,16,11,20,5
"3",16,21,13,19,5,5,9,18,15,3,2,15,19,2,21,25,26,10,8,7,18
"4",1,8,9,24,7,13,11,8,10,4,18,12,8,11,5,3,21,3,3,26,16
"5",6,14,17,21,2,19,22,19,1,5,9,1,15,16,2,14,4,17,13,4,4
"6",15,18,19,8,15,21,24,26,16,13,15,19,1,20,9,6,22,12,1,1,26
"7",9,5,6,9,26,16,25,13,13,25,3,5,20,15,4,26,14,13,9,23,23
"8",19,1,21,23,24,17,16,12,14,2,21,14,26,26,24,2,1,11,15,12,13
"9",12,2,23,12,17,6,13,20,25,7,4,6,5,21,11,15,19,2,24,18,6
"10",4,25,25,4,12,26,17,2,7,8,12,8,24,9,16,16,18,7,18,14,24
"11",20,10,26,3,6,3,8,11,8,17,26,9,10,23,6,21,11,20,10,9,19
"12",17,15,5,25,10,20,12,4,20,24,6,7,6,19,25,12,17,18,23,5,20
"13",13,26,2,14,11,4,18,7,2,23,8,23,16,22,12,4,8,1,7,10,11
"14",25,6,8,15,3,9,19,24,9,9,13,22,21,17,17,11,12,24,25,22,25
"15",24,7,11,7,18,14,21,17,3,22,20,2,11,3,20,10,25,6,19,8,10
"16",23,9,22,22,20,12,20,3,22,16,11,24,17,8,8,20,20,23,4,11,7
"17",14,19,20,26,14,2,2,25,11,26,16,13,25,6,3,8,16,15,22,15,3
"18",5,4,16,10,25,8,3,5,5,12,5,17,3,5,15,7,13,26,16,3,15
"19",8,17,18,16,1,11,23,6,19,20,22,16,4,4,13,23,2,9,26,21,14
"20",7,13,1,1,13,1,26,14,17,1,19,26,7,10,26,17,15,19,14,13,1
"21",11,3,3,13,8,25,4,22,21,15,25,10,22,7,14,18,10,8,5,2,9
"22",2,24,14,18,21,7,15,21,26,18,23,3,14,13,22,5,9,22,6,16,22
"23",26,20,10,11,16,15,1,1,12,10,14,4,2,18,18,24,3,14,2,17,2
"24",22,16,7,5,22,10,5,9,24,6,17,20,18,14,1,13,6,5,21,6,21
"25",10,22,4,20,23,24,10,16,4,11,24,18,12,24,10,22,23,21,20,19,12
"26",21,23,12,2,9,23,14,15,18,14,1,11,13,1,7,1,5,25,17,24,8
