"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",5,10,4,2,12,5,21,5,12,6,17,15,17,3
"2",20,14,5,4,16,16,4,11,13,4,6,4,5,4
"3",22,9,10,16,7,20,22,22,10,22,9,14,9,8
"4",19,2,12,9,3,2,11,9,7,3,21,18,8,15
"5",15,4,2,8,15,18,14,2,4,18,11,9,20,16
"6",18,19,16,7,19,12,17,15,1,13,15,21,16,5
"7",9,20,6,22,10,22,10,8,6,11,22,1,13,7
"8",7,22,11,14,17,6,1,21,8,2,10,11,22,14
"9",10,13,22,12,13,21,20,10,18,1,8,22,11,22
"10",12,5,20,20,11,7,15,17,5,7,3,10,3,2
"11",6,21,15,3,6,15,16,4,9,15,4,12,1,17
"12",17,8,13,21,22,14,7,6,14,10,1,17,18,18
"13",13,18,3,5,8,3,9,19,20,17,2,19,12,11
"14",4,6,14,6,21,19,12,20,21,8,20,8,7,12
"15",8,3,9,15,14,10,2,3,19,16,14,20,2,6
"16",14,16,8,19,18,4,19,13,15,19,18,7,4,19
"17",2,11,18,11,20,1,8,7,3,21,7,5,10,9
"18",1,1,7,13,1,11,18,14,17,12,5,3,19,13
"19",21,17,17,17,5,8,13,1,22,5,12,6,15,10
"20",16,7,21,1,9,9,3,18,11,14,16,2,14,21
"21",3,12,1,18,4,13,6,16,2,9,13,16,6,20
"22",11,15,19,10,2,17,5,12,16,20,19,13,21,1
