"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,13,15,8,4,15,6,4,10,3,12,5
"2",15,5,14,10,16,1,8,8,2,7,16,7
"3",5,8,4,3,15,13,14,6,14,12,17,9
"4",10,17,13,12,17,16,12,15,11,9,7,16
"5",6,2,9,6,1,4,10,13,13,5,13,17
"6",12,15,6,2,11,8,4,1,4,6,11,15
"7",9,7,17,1,8,7,1,16,17,10,6,6
"8",11,3,8,15,12,10,11,3,15,4,3,2
"9",17,9,12,4,6,12,17,11,6,1,4,11
"10",4,10,2,17,14,3,2,12,9,2,8,10
"11",8,12,5,14,5,9,15,17,3,8,14,1
"12",3,4,16,13,9,6,16,2,7,14,9,14
"13",13,1,1,7,10,17,7,14,8,15,10,4
"14",16,11,11,16,7,11,5,9,16,17,15,13
"15",14,16,3,9,3,2,13,5,12,13,5,8
"16",1,14,10,5,13,5,9,10,5,16,2,3
"17",7,6,7,11,2,14,3,7,1,11,1,12
