"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",23,10,8,23,10,3,9,22,21,9,2,13,3,18,11,19
"2",16,24,24,17,6,13,6,17,23,3,14,25,7,9,22,12
"3",1,16,12,12,12,6,18,12,13,1,25,1,1,16,1,7
"4",18,20,15,24,2,10,15,7,8,22,17,17,8,22,5,5
"5",25,25,1,11,18,16,11,16,16,15,12,4,25,25,13,3
"6",22,6,22,16,21,17,7,11,3,12,3,22,17,15,2,8
"7",6,18,10,7,13,23,16,13,25,24,1,21,16,20,23,10
"8",2,2,2,18,14,15,17,18,9,23,13,24,9,7,7,22
"9",14,22,6,3,5,19,20,24,6,10,4,5,13,10,4,15
"10",19,4,9,2,4,5,19,9,14,13,23,23,20,17,19,18
"11",10,7,7,20,7,21,5,3,22,20,21,6,19,11,8,11
"12",20,9,16,4,16,8,8,23,10,25,16,2,15,8,24,6
"13",15,5,5,15,22,9,23,8,19,17,6,7,4,4,20,9
"14",5,21,4,22,23,11,12,10,5,6,19,10,18,14,25,20
"15",24,15,20,10,8,22,14,14,2,18,22,11,2,2,17,21
"16",3,12,17,14,1,18,2,6,12,14,5,3,10,19,21,24
"17",9,13,25,19,9,2,24,20,4,19,10,8,24,21,15,14
"18",17,8,23,8,17,14,21,5,24,7,15,9,14,24,6,25
"19",7,23,21,1,24,4,10,2,15,21,9,14,6,12,9,16
"20",4,1,18,6,3,12,13,15,18,5,7,12,23,1,10,4
"21",21,17,13,21,15,25,25,1,11,2,8,16,21,5,12,17
"22",11,14,3,9,11,1,1,4,1,8,11,20,12,6,16,2
"23",8,11,19,25,19,20,22,25,17,11,24,18,11,13,18,1
"24",13,19,14,13,20,7,3,21,20,16,20,19,22,3,3,23
"25",12,3,11,5,25,24,4,19,7,4,18,15,5,23,14,13
