"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",10,12,20,11,21,10,3,3,23,16,12,1,3,23,12,9,2
"2",17,6,6,4,15,5,21,18,19,19,9,9,19,18,19,13,6
"3",8,9,18,15,6,20,12,17,20,5,5,22,14,21,17,8,22
"4",15,3,23,9,3,1,9,12,14,14,4,13,9,2,6,1,7
"5",4,4,17,19,16,4,11,7,4,21,10,18,6,14,18,20,16
"6",13,10,14,8,19,6,2,23,2,2,14,19,21,11,1,7,12
"7",18,20,22,18,18,14,22,9,5,10,7,8,18,19,8,4,15
"8",2,8,15,5,2,16,19,4,22,11,16,10,17,12,2,23,14
"9",12,1,5,13,8,12,23,1,11,1,20,15,1,9,21,6,11
"10",16,2,2,16,17,18,4,20,15,13,21,12,8,20,5,17,17
"11",11,23,8,10,9,21,6,2,10,22,2,16,23,16,7,15,10
"12",19,16,3,20,11,7,17,5,21,17,11,20,11,5,3,10,21
"13",1,17,1,17,1,13,1,15,1,12,8,11,12,10,23,11,1
"14",7,21,19,2,14,19,20,19,8,15,17,21,7,6,9,12,4
"15",9,5,4,1,20,11,13,11,7,9,1,2,15,3,10,16,23
"16",21,19,13,6,23,15,8,14,18,7,6,17,5,8,22,22,13
"17",5,22,7,3,12,2,7,8,16,6,18,7,10,17,15,2,18
"18",23,7,16,23,13,22,5,6,9,4,15,6,13,4,16,14,5
"19",20,14,9,12,5,3,14,10,6,8,22,23,16,22,11,21,3
"20",22,11,10,7,4,23,16,16,3,23,13,4,4,13,13,5,19
"21",3,13,11,21,22,17,15,13,17,20,23,14,20,1,14,3,9
"22",14,18,21,14,7,9,10,21,12,18,19,3,22,7,20,19,20
"23",6,15,12,22,10,8,18,22,13,3,3,5,2,15,4,18,8
