"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",8,8,13,7,13,18,6,11,19,3,23,3,25,7,23,18,6,21,8,7,20,9
"2",19,22,6,22,4,14,16,13,9,2,2,6,22,11,19,8,22,15,3,19,18,19
"3",5,15,16,1,2,24,12,9,25,10,14,7,18,21,16,2,14,1,25,13,6,18
"4",10,13,3,25,18,11,5,19,22,20,13,22,20,18,21,9,9,7,6,24,5,7
"5",20,3,24,13,15,17,7,7,10,14,1,24,11,24,22,10,4,5,21,2,17,13
"6",1,25,22,14,10,2,22,16,23,11,3,14,21,22,12,24,2,14,10,12,13,2
"7",11,14,19,3,14,13,19,24,16,1,4,21,9,5,4,6,7,22,19,25,8,15
"8",2,4,9,5,24,4,25,15,7,15,20,25,14,12,17,1,12,17,1,15,14,20
"9",22,5,11,11,3,22,2,18,24,21,5,15,2,3,3,14,15,16,2,11,11,12
"10",18,18,2,10,8,5,3,3,15,7,17,23,15,15,8,11,18,23,23,16,22,3
"11",4,1,8,18,7,15,11,17,6,6,15,11,5,1,14,23,11,4,22,22,15,1
"12",13,17,5,4,23,9,10,22,3,8,6,9,12,20,2,21,16,2,7,5,19,10
"13",6,16,17,21,17,23,15,1,2,23,7,16,16,4,13,3,13,18,12,4,24,4
"14",16,9,21,6,6,8,17,5,5,17,10,4,4,19,20,16,17,19,9,23,4,6
"15",12,2,23,23,12,6,14,4,13,5,21,17,17,6,1,15,20,3,5,9,3,16
"16",3,23,25,24,20,12,4,21,14,16,18,1,1,14,15,13,19,24,17,1,12,14
"17",25,20,14,15,1,1,8,25,1,12,25,13,10,9,25,5,10,12,14,8,1,11
"18",23,11,15,17,21,19,24,14,20,4,22,10,6,25,7,4,24,10,11,17,16,5
"19",9,6,4,19,5,3,18,10,17,19,11,5,8,17,5,7,5,11,16,3,21,23
"20",14,24,18,2,11,20,9,12,11,24,24,19,7,16,11,17,8,8,4,21,25,24
"21",15,10,7,16,9,21,20,20,4,18,19,20,24,23,10,19,21,20,20,6,7,17
"22",21,21,10,8,19,10,23,8,8,22,16,2,23,2,6,12,3,6,18,14,9,8
"23",7,19,1,9,16,16,21,2,21,13,9,18,3,8,24,22,23,9,15,10,10,22
"24",17,12,12,20,25,25,1,6,12,9,8,8,13,13,9,25,1,25,13,18,2,25
"25",24,7,20,12,22,7,13,23,18,25,12,12,19,10,18,20,25,13,24,20,23,21
