"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",15,6,2,2,8,10,19,2,7,8,9,16
"2",17,16,9,11,12,5,5,4,2,17,4,13
"3",3,4,10,6,7,9,6,19,1,4,18,10
"4",10,19,19,1,9,17,8,5,12,13,19,9
"5",6,8,16,3,19,8,11,16,11,18,6,17
"6",14,14,14,18,11,14,12,15,4,6,15,19
"7",19,11,11,12,4,16,16,18,14,19,10,6
"8",16,3,17,8,3,4,2,10,17,10,13,15
"9",1,13,13,10,15,1,15,1,16,7,11,7
"10",18,9,5,14,18,7,9,7,10,2,17,1
"11",9,18,18,15,5,6,18,12,9,1,5,11
"12",13,17,8,4,14,12,3,14,18,5,7,3
"13",5,7,15,17,6,13,4,3,6,14,8,2
"14",8,1,7,16,13,11,17,8,19,16,16,12
"15",7,15,4,5,2,3,13,11,5,15,14,4
"16",4,10,6,9,1,15,10,6,15,3,2,18
"17",11,5,1,19,10,2,7,17,13,11,1,8
"18",12,2,12,7,17,19,14,9,3,9,3,5
"19",2,12,3,13,16,18,1,13,8,12,12,14
