"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",25,24,16,5,6,17,26,24,24,21
"2",3,17,8,3,4,4,16,12,27,14
"3",10,13,19,9,21,1,18,22,23,29
"4",22,29,2,16,18,7,1,19,20,16
"5",4,7,28,18,29,16,9,18,25,13
"6",13,27,26,13,7,14,12,8,1,27
"7",5,15,3,21,5,25,10,23,6,18
"8",15,21,10,20,26,26,21,5,26,25
"9",2,14,18,15,16,20,25,4,4,1
"10",19,1,9,14,12,23,13,28,29,10
"11",12,11,4,26,23,15,27,25,19,5
"12",6,28,23,7,22,24,28,14,14,9
"13",14,9,21,4,10,9,3,26,5,7
"14",7,4,6,6,19,18,4,7,10,24
"15",1,25,13,29,15,10,14,29,15,23
"16",29,8,11,17,13,3,29,15,8,26
"17",23,5,20,25,20,28,19,20,2,15
"18",9,22,12,10,8,29,6,16,22,3
"19",11,23,15,24,24,2,8,2,7,12
"20",27,18,25,12,25,21,7,27,12,22
"21",26,26,7,27,11,19,17,10,9,6
"22",18,19,5,2,28,11,23,17,3,19
"23",20,20,27,19,3,5,20,21,11,4
"24",17,10,17,28,2,22,2,13,17,28
"25",16,6,1,11,1,13,22,3,13,11
"26",8,2,24,23,9,8,24,9,21,20
"27",28,16,22,22,17,12,5,6,28,8
"28",21,12,29,1,14,27,15,1,18,17
"29",24,3,14,8,27,6,11,11,16,2
