"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",9,19,14,10,21,29,10,4,15,3,23,24,3
"2",14,10,12,22,9,16,23,2,23,22,28,27,26
"3",8,15,4,2,6,9,11,18,20,4,20,5,27
"4",4,8,24,14,5,22,16,8,5,6,6,20,23
"5",2,11,19,9,12,17,3,25,1,20,26,7,12
"6",26,13,18,18,4,3,1,5,28,10,15,12,8
"7",23,22,13,17,20,20,2,17,3,18,3,28,25
"8",15,16,22,1,29,23,21,7,6,29,16,11,9
"9",7,5,21,28,27,10,9,10,19,19,9,25,10
"10",20,18,25,26,2,8,12,22,7,28,22,23,15
"11",29,4,16,29,15,24,13,29,16,13,18,1,21
"12",11,1,28,20,19,2,20,13,12,1,24,10,18
"13",17,2,9,4,10,28,4,14,26,27,12,18,19
"14",21,12,20,11,22,4,24,23,21,25,7,6,24
"15",12,21,27,21,7,26,8,20,22,15,5,8,2
"16",10,3,5,16,3,13,22,26,13,23,2,15,4
"17",18,25,15,27,11,11,25,11,2,5,11,4,5
"18",16,26,23,15,28,12,5,27,24,7,27,17,22
"19",28,29,29,5,16,14,14,3,14,21,10,14,29
"20",5,28,11,19,23,19,17,16,27,26,21,3,7
"21",6,14,8,25,26,27,28,21,8,11,14,13,28
"22",19,7,7,8,24,15,7,1,10,8,4,2,14
"23",27,9,3,13,25,6,15,15,4,16,29,19,1
"24",25,17,2,23,18,21,19,24,25,2,8,22,13
"25",22,6,26,6,13,18,27,19,18,9,19,29,6
"26",24,24,6,12,1,25,26,9,17,17,25,9,17
"27",3,23,1,24,14,5,6,6,11,24,17,16,20
"28",1,20,17,7,17,7,29,12,29,14,1,21,16
"29",13,27,10,3,8,1,18,28,9,12,13,26,11
