"","V1","V2","V3","V4","V5","V6"
"1",11,28,6,3,14,20
"2",17,2,23,27,20,21
"3",4,14,2,26,9,23
"4",13,10,4,24,27,13
"5",14,24,28,8,12,14
"6",12,5,25,20,4,8
"7",3,16,10,1,5,10
"8",21,9,14,7,2,22
"9",5,11,26,5,18,24
"10",9,4,12,17,11,27
"11",15,17,16,10,28,28
"12",23,19,1,6,19,9
"13",7,18,20,22,1,18
"14",18,12,21,4,10,2
"15",27,8,11,23,13,6
"16",24,27,17,25,8,12
"17",20,25,9,21,22,25
"18",25,6,19,2,24,17
"19",16,23,5,16,3,4
"20",8,3,8,9,23,3
"21",22,15,27,18,26,5
"22",2,22,13,19,25,16
"23",26,21,24,13,6,26
"24",28,13,7,15,17,19
"25",19,1,3,11,7,15
"26",6,26,22,12,21,7
"27",1,7,18,14,15,11
"28",10,20,15,28,16,1
