"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",16,12,9,6,11,10,2,1,9,1
"2",2,1,10,8,3,11,1,12,11,10
"3",8,5,11,10,2,3,8,2,1,15
"4",12,4,13,2,6,14,11,5,13,6
"5",6,9,5,15,5,16,4,7,4,3
"6",13,8,1,1,8,2,3,11,6,11
"7",15,11,16,14,4,9,15,10,7,13
"8",5,10,15,4,15,7,5,6,14,14
"9",7,6,6,5,12,15,13,16,8,16
"10",11,15,12,11,14,13,6,14,2,8
"11",3,14,2,13,9,12,10,3,12,12
"12",9,2,3,9,16,8,16,4,5,5
"13",10,13,4,7,1,6,9,15,15,4
"14",1,16,8,3,7,5,14,8,3,7
"15",14,3,7,16,13,4,7,9,16,9
"16",4,7,14,12,10,1,12,13,10,2
