"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",7,15,9,7,2,5,15,9,3,14,15
"2",5,6,6,13,15,8,12,15,14,16,10
"3",2,4,14,10,5,12,5,4,12,12,13
"4",10,12,12,14,13,15,13,3,6,5,12
"5",3,13,16,1,10,1,8,13,9,7,11
"6",14,7,10,4,14,3,3,2,7,15,8
"7",16,10,5,3,6,10,10,5,15,6,16
"8",1,11,4,9,16,9,4,8,1,2,7
"9",6,8,2,11,3,2,11,1,10,4,4
"10",9,5,8,5,1,16,2,16,8,3,9
"11",4,2,7,2,9,13,14,6,4,10,2
"12",15,9,15,12,4,11,9,14,2,11,3
"13",12,1,3,15,8,4,6,12,5,8,14
"14",13,3,13,8,11,6,16,10,13,1,6
"15",8,14,11,16,7,7,1,7,16,9,1
"16",11,16,1,6,12,14,7,11,11,13,5
