"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",9,1,16,1,12,7,9,1,7,6,4,7,2
"2",13,12,10,4,13,3,3,4,13,13,11,8,14
"3",3,7,9,6,14,1,11,15,4,4,15,13,9
"4",11,13,13,11,7,11,10,5,3,16,14,15,4
"5",4,5,5,9,3,2,12,6,14,15,5,6,5
"6",15,6,8,8,2,15,13,3,5,2,10,5,13
"7",8,3,1,3,5,9,6,10,1,12,7,14,15
"8",16,4,4,15,9,5,2,9,10,3,12,11,3
"9",12,9,15,12,4,6,14,14,11,8,2,12,16
"10",10,16,2,2,8,8,15,12,12,7,13,1,6
"11",2,11,3,16,16,10,16,2,8,10,8,10,11
"12",6,2,14,13,10,13,8,11,15,11,16,4,12
"13",5,15,12,14,6,4,4,8,2,5,6,2,10
"14",14,8,6,10,15,12,5,16,6,14,3,3,7
"15",7,14,7,7,11,14,7,7,16,1,1,16,8
"16",1,10,11,5,1,16,1,13,9,9,9,9,1
