"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",6,7,8,16,11,1,11,12,16,3,7,11,3,14
"2",7,15,16,6,12,13,7,4,12,2,6,6,6,2
"3",12,13,15,13,5,4,15,11,13,11,11,8,14,4
"4",3,4,10,2,4,6,13,5,2,6,12,9,2,5
"5",10,2,9,15,8,15,6,10,4,1,14,4,16,9
"6",14,9,12,12,2,5,2,3,7,8,4,2,5,13
"7",2,14,11,10,16,7,1,16,6,9,15,13,7,8
"8",16,5,1,8,13,3,4,6,8,5,8,14,13,3
"9",9,11,5,14,7,11,9,9,1,14,2,16,4,1
"10",11,12,2,9,6,16,12,1,11,7,16,12,8,15
"11",1,10,3,5,1,9,10,15,9,4,1,7,15,10
"12",13,8,4,4,9,10,5,14,14,12,13,1,1,6
"13",8,16,7,1,10,2,8,7,3,16,10,5,12,16
"14",5,3,14,7,3,12,3,8,15,15,9,15,11,11
"15",4,1,6,11,15,8,16,2,10,13,5,3,10,7
"16",15,6,13,3,14,14,14,13,5,10,3,10,9,12
