"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",10,20,9,23,15,13,10,12
"2",15,17,13,13,20,2,8,22
"3",12,9,21,14,11,3,20,8
"4",23,21,4,1,23,4,14,9
"5",6,4,1,8,7,1,9,11
"6",14,2,15,4,14,9,6,6
"7",3,8,22,2,18,15,11,19
"8",24,3,12,16,12,23,13,20
"9",17,5,17,11,24,17,16,13
"10",16,13,3,15,3,14,12,4
"11",5,6,7,21,21,21,18,5
"12",11,11,5,5,10,20,5,23
"13",13,23,2,18,17,18,22,18
"14",20,22,19,7,6,11,17,21
"15",19,7,8,20,5,5,2,17
"16",2,24,11,12,2,16,4,7
"17",21,10,10,6,19,12,23,2
"18",4,18,16,19,9,6,15,1
"19",22,14,20,22,8,19,7,10
"20",9,1,24,24,1,7,24,24
"21",7,12,18,17,22,10,3,15
"22",8,16,14,3,4,22,21,14
"23",1,15,6,10,13,8,19,16
"24",18,19,23,9,16,24,1,3
