"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",19,18,22,12,9,11,4,11,21,21,19,11,3,7
"2",16,20,14,7,4,21,17,5,17,17,8,16,12,16
"3",1,23,11,8,7,5,2,9,2,13,10,1,24,9
"4",11,5,10,9,10,20,14,19,5,4,16,19,4,8
"5",9,24,12,24,13,2,9,22,18,24,2,14,5,22
"6",12,13,9,6,17,6,8,7,19,6,17,9,17,18
"7",10,16,4,16,16,18,3,15,9,20,7,22,19,13
"8",14,10,5,13,6,13,24,24,24,14,23,17,23,23
"9",4,9,23,19,23,12,7,6,4,15,11,18,6,19
"10",22,7,17,2,8,9,6,21,14,10,5,20,16,12
"11",23,4,6,10,22,1,13,4,23,22,12,24,14,3
"12",7,2,19,4,11,17,12,2,8,23,22,6,22,17
"13",3,14,1,1,1,24,5,12,13,1,24,15,11,1
"14",20,1,2,17,12,10,21,8,3,2,1,12,13,15
"15",18,17,20,22,2,3,15,13,7,5,15,23,21,21
"16",2,8,16,23,14,19,20,10,20,11,13,13,20,5
"17",24,22,3,3,21,16,19,17,11,12,14,10,2,20
"18",8,21,15,15,19,8,23,1,12,8,21,21,8,6
"19",17,3,18,14,18,22,1,14,16,7,9,2,7,24
"20",5,6,8,18,3,7,18,16,15,19,18,3,9,14
"21",13,11,21,5,15,4,22,18,6,18,6,8,10,2
"22",21,15,13,20,20,23,11,23,1,16,20,7,15,10
"23",6,19,24,11,24,14,16,20,22,3,3,4,18,11
"24",15,12,7,21,5,15,10,3,10,9,4,5,1,4
