"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",12,5,17,4,21,15,13,16,13,6,2,22,23,15,22,5
"2",24,22,24,11,24,24,6,22,3,1,10,8,16,14,16,13
"3",19,8,5,17,19,18,5,12,18,4,12,14,2,24,6,1
"4",8,17,18,7,5,19,10,11,10,20,6,5,4,18,5,9
"5",20,3,22,3,15,21,16,6,12,11,18,9,5,4,12,17
"6",22,14,10,16,17,4,17,7,6,15,4,7,21,11,8,4
"7",7,16,7,20,14,22,12,18,7,9,19,21,19,20,10,18
"8",6,20,1,1,13,12,19,2,22,5,14,10,17,13,2,8
"9",9,21,21,19,3,2,14,17,21,10,8,15,12,2,13,2
"10",13,12,23,24,20,11,8,3,9,24,9,20,14,6,3,23
"11",15,4,8,2,4,10,2,23,5,23,20,12,13,17,11,3
"12",21,18,9,9,16,8,11,19,20,21,15,19,6,8,21,10
"13",14,23,11,5,11,7,23,8,2,8,7,18,3,23,17,22
"14",16,11,3,13,1,23,20,1,19,17,3,23,10,16,14,15
"15",5,9,14,12,9,20,4,5,1,16,13,17,20,3,20,7
"16",10,10,6,8,2,5,9,10,16,2,17,4,22,7,15,21
"17",4,2,2,23,10,3,7,20,11,14,5,11,1,12,24,16
"18",17,15,19,18,12,6,3,4,15,7,22,2,11,19,23,11
"19",2,13,12,6,18,14,1,24,24,12,1,1,9,1,9,19
"20",3,1,13,10,23,1,15,9,17,19,23,16,15,22,4,14
"21",1,7,20,15,7,9,21,15,4,3,16,24,7,10,7,12
"22",18,19,15,14,6,17,24,21,14,13,24,13,24,9,1,24
"23",11,24,4,21,22,16,22,13,8,18,21,3,8,5,18,6
"24",23,6,16,22,8,13,18,14,23,22,11,6,18,21,19,20
