"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",15,2,17,23,20,17,5,6,1,16,15,3,9,18,3,15,2,6,12,13,15,1
"2",3,23,1,18,12,21,14,9,11,21,1,1,11,3,11,14,24,15,11,4,3,8
"3",1,24,14,12,24,1,13,12,12,17,23,12,1,16,1,10,9,12,24,24,24,18
"4",11,11,9,15,23,10,19,1,8,8,8,6,4,7,15,2,19,8,21,6,20,4
"5",21,8,5,11,22,18,16,22,17,4,14,4,20,2,4,7,8,14,5,10,10,19
"6",4,3,19,10,14,5,6,24,14,7,5,23,6,22,14,9,22,19,10,12,16,21
"7",10,1,13,1,10,14,24,5,18,10,24,16,19,4,13,12,1,24,23,2,14,15
"8",24,12,15,4,1,12,8,23,15,12,22,2,17,24,12,17,18,10,18,21,2,5
"9",5,9,16,16,6,3,10,2,2,1,12,7,13,1,24,24,11,23,13,22,9,13
"10",2,13,22,24,18,13,1,16,20,5,11,13,15,11,7,21,14,17,1,1,23,6
"11",12,21,11,21,19,7,18,7,23,2,18,21,18,17,19,18,20,13,16,11,5,23
"12",6,17,2,19,2,15,9,3,19,13,17,24,3,13,9,3,15,1,4,17,11,16
"13",16,10,23,17,11,22,20,17,7,6,19,17,5,19,8,4,4,18,17,20,4,11
"14",7,18,24,14,8,9,21,20,13,20,16,5,22,20,17,20,5,3,9,8,19,14
"15",22,15,4,5,13,4,2,8,10,3,20,19,10,5,18,11,6,5,8,16,22,7
"16",23,20,18,8,15,8,23,4,5,18,4,11,21,14,10,6,13,20,3,14,7,3
"17",9,16,21,7,17,16,7,15,21,22,7,8,12,6,20,5,3,9,20,18,6,22
"18",19,5,3,6,4,6,22,11,22,23,13,9,7,12,5,22,23,16,19,15,17,12
"19",17,19,6,9,16,20,3,21,3,14,21,10,2,10,22,19,17,21,15,5,13,17
"20",14,22,8,2,5,11,12,14,6,9,6,15,8,23,6,23,7,7,6,3,8,24
"21",8,7,10,3,21,24,15,19,4,24,10,18,16,15,16,13,21,2,2,23,12,10
"22",20,14,7,22,7,23,11,13,16,19,9,22,14,21,23,8,10,22,22,9,18,2
"23",18,4,20,20,3,19,17,10,9,11,3,14,24,8,21,16,16,11,7,19,21,20
"24",13,6,12,13,9,2,4,18,24,15,2,20,23,9,2,1,12,4,14,7,1,9
