"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",17,10,10,20,6,19,15,17,21,10,5,17,20,20,4,19,19
"2",6,5,16,5,9,7,20,18,4,18,2,10,10,21,12,5,16
"3",9,1,1,2,12,17,5,11,23,21,24,16,7,15,23,18,13
"4",12,4,20,14,16,23,13,4,17,22,6,2,5,7,7,9,20
"5",22,17,8,22,17,20,10,20,5,17,22,4,11,10,15,15,17
"6",11,15,18,23,19,13,12,14,6,24,8,19,24,17,24,2,5
"7",4,14,7,10,10,3,18,2,18,16,7,5,21,11,22,16,8
"8",7,6,19,11,18,4,9,19,15,6,21,20,15,12,6,21,10
"9",10,20,2,15,13,1,22,24,2,12,13,23,1,16,5,12,24
"10",1,12,9,3,23,18,14,23,19,13,17,13,2,2,9,1,6
"11",15,9,6,6,20,14,3,3,3,7,3,22,18,3,13,11,14
"12",21,11,5,9,5,5,7,9,9,23,15,14,14,9,2,3,22
"13",18,18,15,19,14,6,19,7,20,8,19,18,9,4,21,6,15
"14",19,7,13,12,2,15,23,21,11,20,10,24,8,5,19,20,3
"15",16,2,23,17,8,8,11,10,1,14,18,8,23,1,10,17,2
"16",13,23,21,8,1,12,4,22,22,11,14,3,19,14,18,4,18
"17",24,24,24,24,24,11,24,1,13,15,1,12,13,13,1,24,12
"18",5,8,11,18,22,10,6,8,10,9,12,6,3,23,20,23,21
"19",3,22,12,16,7,21,2,5,12,19,20,21,16,22,11,8,7
"20",8,21,4,21,4,9,8,16,16,4,4,11,6,8,14,10,4
"21",14,16,17,7,3,16,17,6,8,5,23,7,4,18,3,14,9
"22",20,3,3,13,21,24,21,15,14,3,16,9,22,19,17,7,11
"23",23,13,14,1,15,2,1,13,24,1,9,1,12,24,8,13,1
"24",2,19,22,4,11,22,16,12,7,2,11,15,17,6,16,22,23
