"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",15,12,7,1,10,14,8,22,2,23,20,16,9,23,12,1,23,2,14,15,19,14,23
"2",7,15,24,11,24,6,16,15,9,14,11,9,14,19,23,12,24,23,2,2,23,10,24
"3",2,8,10,15,20,17,21,14,19,2,22,19,20,10,5,24,15,16,17,12,22,8,22
"4",24,1,1,12,13,1,17,16,1,4,21,5,12,7,24,9,14,13,13,24,3,19,14
"5",18,11,19,17,16,20,7,6,20,19,4,6,16,6,20,2,20,14,7,18,8,9,20
"6",13,18,3,9,7,23,18,4,21,5,5,17,17,21,9,6,18,21,11,5,15,22,11
"7",12,23,4,24,15,9,14,3,11,13,24,12,2,1,2,13,1,18,10,17,14,1,21
"8",17,6,20,4,19,21,19,23,7,17,14,18,11,12,6,18,2,19,3,16,7,21,10
"9",16,13,8,14,9,7,22,11,23,18,19,1,5,22,15,21,7,15,5,6,4,6,4
"10",10,16,21,23,6,15,12,17,24,1,6,15,10,11,1,15,11,1,8,22,1,11,2
"11",23,21,12,8,12,16,23,24,10,24,1,8,23,3,18,14,10,24,19,10,13,12,1
"12",21,3,15,20,1,3,9,19,15,8,13,23,24,24,13,16,17,22,9,14,10,3,17
"13",20,14,17,18,22,2,24,7,6,11,2,13,3,18,10,23,16,6,16,21,17,16,9
"14",6,4,2,10,17,19,2,12,12,10,3,21,6,20,22,10,3,3,15,13,9,7,5
"15",4,17,5,3,21,4,13,20,18,20,8,10,21,16,11,4,8,11,21,20,5,2,12
"16",9,7,13,2,11,10,10,10,17,6,9,2,4,9,19,17,22,20,23,19,20,24,6
"17",19,19,9,19,23,13,5,13,13,15,16,22,13,2,7,8,21,10,22,3,2,23,3
"18",14,2,23,5,14,12,3,2,22,12,18,7,22,17,3,20,13,4,24,1,11,13,15
"19",8,9,22,22,2,8,11,8,5,21,23,20,19,14,21,5,9,17,18,7,12,18,8
"20",5,20,18,6,4,22,15,9,3,9,17,14,8,5,16,19,19,8,20,8,6,4,18
"21",22,10,11,7,5,5,4,5,8,3,12,11,15,8,4,3,4,7,4,11,21,5,7
"22",3,5,16,16,3,11,20,21,16,16,7,4,7,4,8,7,5,5,12,4,16,17,19
"23",11,22,6,21,18,18,6,18,4,7,10,3,18,15,17,22,6,9,6,9,18,20,16
"24",1,24,14,13,8,24,1,1,14,22,15,24,1,13,14,11,12,12,1,23,24,15,13
