"","V1","V2","V3","V4","V5","V6"
"1",4,14,9,18,23,1
"2",11,17,22,9,22,10
"3",15,3,8,16,12,9
"4",9,12,15,4,19,7
"5",5,21,13,1,13,14
"6",13,23,18,11,10,2
"7",20,19,16,17,18,16
"8",19,10,4,10,14,13
"9",18,9,14,19,1,5
"10",12,8,11,24,17,24
"11",23,22,5,22,5,8
"12",2,2,17,6,3,11
"13",6,7,6,8,8,4
"14",8,1,1,21,20,15
"15",22,16,10,7,9,22
"16",24,6,19,12,21,21
"17",1,18,3,14,16,6
"18",10,5,12,13,6,17
"19",17,24,7,5,24,18
"20",3,11,21,20,11,19
"21",7,20,24,15,2,23
"22",14,13,2,3,4,20
"23",16,15,20,23,7,12
"24",21,4,23,2,15,3
