"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",12,5,1,7,15,5,9,15,3,6,21,24,20
"2",20,6,19,13,4,2,3,18,14,18,19,8,14
"3",3,9,4,17,19,4,12,5,19,19,7,12,18
"4",13,22,22,3,1,3,13,4,23,5,13,16,8
"5",23,20,8,10,7,15,11,7,11,8,17,10,21
"6",18,18,13,8,10,9,7,13,17,20,6,21,5
"7",2,17,23,12,8,23,19,22,18,13,23,22,19
"8",19,24,24,19,14,10,24,2,9,15,4,1,17
"9",16,8,21,18,12,20,10,21,8,7,8,13,4
"10",22,14,9,22,21,6,14,23,7,14,15,20,11
"11",17,10,14,16,17,16,22,9,21,3,20,19,13
"12",21,4,6,9,24,24,18,12,20,11,12,2,2
"13",24,2,17,1,16,13,15,20,24,23,1,14,24
"14",5,7,5,4,6,14,23,16,10,16,10,17,10
"15",6,23,7,20,13,19,8,17,22,24,18,5,9
"16",9,21,18,15,23,18,4,11,2,17,11,18,22
"17",8,13,16,21,5,7,17,14,16,4,9,4,23
"18",14,16,3,5,22,17,2,24,15,2,5,7,16
"19",7,19,12,11,18,1,21,19,4,9,3,9,7
"20",4,12,20,2,20,11,6,8,12,12,22,3,6
"21",15,15,2,24,3,12,20,10,1,22,24,11,3
"22",10,3,10,23,2,21,5,6,13,10,2,23,12
"23",11,11,15,6,11,22,16,3,5,21,14,6,15
"24",1,1,11,14,9,8,1,1,6,1,16,15,1
