"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",8,7,8,19,14,2,11,11,9
"2",9,8,21,8,13,19,22,15,23
"3",15,15,3,16,16,7,15,22,22
"4",17,23,20,7,24,6,10,13,17
"5",22,11,17,22,7,5,16,16,2
"6",21,20,7,21,12,14,21,3,16
"7",5,22,12,13,8,22,12,5,21
"8",18,6,5,2,3,24,19,12,19
"9",2,19,23,12,10,3,20,19,11
"10",1,2,1,17,23,18,17,10,1
"11",10,21,4,3,11,12,8,17,3
"12",20,3,14,5,9,16,13,21,12
"13",3,9,18,18,4,13,7,23,18
"14",12,24,16,20,18,23,24,24,6
"15",6,4,10,24,20,9,1,18,20
"16",16,18,11,15,5,17,2,14,7
"17",14,14,24,23,1,20,9,7,13
"18",4,13,9,6,2,8,23,6,5
"19",7,16,19,1,21,15,14,2,8
"20",13,10,13,11,19,11,18,9,14
"21",11,1,2,9,6,4,4,1,15
"22",24,17,15,4,17,1,3,8,24
"23",19,5,22,14,15,10,5,4,4
"24",23,12,6,10,22,21,6,20,10
