"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",18,23,10,5,14,22,23,20,7,14
"2",16,13,4,22,3,11,21,21,22,6
"3",23,20,15,12,19,13,16,14,14,7
"4",24,24,24,3,6,12,1,7,18,24
"5",2,3,9,20,18,18,2,22,13,1
"6",14,4,12,7,24,15,14,6,21,13
"7",20,8,11,18,5,4,6,16,15,15
"8",5,10,20,19,13,14,22,10,9,17
"9",22,6,16,23,21,1,20,1,2,21
"10",4,5,1,14,7,20,15,17,1,9
"11",21,9,7,1,10,16,12,11,5,3
"12",13,17,23,17,23,5,13,19,8,4
"13",8,7,22,2,16,9,18,24,16,11
"14",3,15,14,4,12,6,11,18,23,20
"15",17,2,2,13,15,7,9,4,11,18
"16",11,1,18,10,8,2,24,13,20,2
"17",12,16,8,16,9,19,17,3,17,22
"18",9,22,13,21,11,8,5,5,4,8
"19",6,11,17,6,4,23,7,2,12,5
"20",7,21,3,24,22,24,10,12,19,16
"21",19,14,21,15,17,21,4,9,24,10
"22",1,18,6,9,1,3,19,8,10,12
"23",10,12,5,8,20,10,3,15,6,23
"24",15,19,19,11,2,17,8,23,3,19
