"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",22,4,19,20,7,16,6,10,11,12,20,5,19,3,6,9,5,9
"2",7,20,3,16,8,11,17,8,21,4,7,11,20,6,20,13,3,18
"3",19,9,15,9,22,17,8,7,9,3,13,18,3,19,22,16,6,19
"4",18,14,5,12,17,2,11,6,22,5,18,4,16,21,7,21,17,6
"5",6,11,6,5,15,19,9,18,10,16,4,7,21,20,17,6,9,4
"6",20,23,9,7,19,5,21,17,15,15,15,19,18,9,4,7,8,21
"7",10,1,21,22,20,3,12,3,14,11,8,6,7,11,18,5,16,22
"8",8,3,10,3,2,23,23,9,17,13,21,12,14,23,15,17,20,20
"9",3,8,20,11,5,4,16,20,4,10,16,15,15,8,23,20,10,3
"10",15,16,24,15,16,13,22,22,3,9,23,9,10,22,12,2,2,17
"11",13,17,14,24,23,18,13,23,20,18,22,17,22,2,19,24,14,11
"12",17,15,17,10,6,15,10,19,16,23,3,8,8,7,8,18,22,23
"13",11,12,7,18,4,6,7,5,2,24,24,21,24,15,11,11,11,24
"14",23,19,11,23,10,8,19,13,8,21,17,10,6,18,21,10,21,5
"15",14,18,8,6,3,21,15,4,5,8,9,14,4,4,5,4,15,8
"16",9,24,12,19,12,24,1,21,18,7,14,1,2,12,10,15,7,1
"17",2,10,1,14,21,14,24,1,12,17,12,24,9,1,9,12,24,2
"18",4,22,23,17,18,20,4,11,6,20,10,13,17,16,3,19,18,16
"19",1,5,13,13,11,1,14,12,19,22,1,16,1,24,2,1,4,12
"20",5,13,22,4,14,9,5,15,23,2,19,20,5,5,14,8,19,13
"21",16,21,18,2,9,7,2,2,13,14,5,22,13,17,16,23,1,7
"22",12,7,16,1,24,10,20,14,1,6,6,2,23,13,1,14,23,10
"23",21,2,4,21,13,22,18,16,7,1,2,23,11,10,13,22,12,14
"24",24,6,2,8,1,12,3,24,24,19,11,3,12,14,24,3,13,15
