"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,1,1,2,1,1,3,1,3
"2",3,2,3,2,1,1,1,1,2
"3",3,1,2,3,1,3,2,2,1
"4",2,3,1,3,1,2,3,3,1
"5",1,1,3,1,1,3,3,2,2
"6",3,2,3,1,3,2,3,3,1
"7",2,1,1,2,2,3,2,1,2
"8",1,1,3,2,3,1,2,3,1
"9",1,3,2,3,2,2,3,1,1
"10",3,3,1,2,3,2,2,2,2
"11",2,3,3,2,2,1,3,3,3
"12",3,1,1,3,3,1,1,3,3
"13",1,1,3,3,2,2,1,3,2
"14",1,3,3,2,2,3,1,2,1
"15",3,3,3,3,3,3,3,1,2
"16",3,1,2,1,2,1,1,1,1
"17",1,2,1,1,2,2,2,1,2
"18",2,3,3,1,1,1,2,1,1
"19",2,3,2,1,3,1,1,2,2
"20",3,1,2,2,2,2,3,2,3
"21",3,3,2,2,1,3,1,3,2
"22",1,2,1,1,1,3,1,3,3
"23",2,2,2,3,2,1,2,3,2
"24",2,1,2,1,1,2,3,3,2
"25",1,2,2,2,3,3,2,3,1
"26",2,1,3,1,3,2,2,2,3
"27",3,3,1,1,2,3,2,3,3
"28",1,3,2,1,3,2,1,1,3
"29",1,3,2,3,1,1,2,2,3
"30",2,2,1,2,1,2,1,2,1
"31",2,1,1,3,3,3,1,1,1
"32",3,2,1,1,2,1,3,2,1
"33",1,2,1,3,3,1,3,2,2
"34",2,2,3,3,2,3,1,2,3
"35",3,2,3,3,1,2,2,1,3
"36",2,2,2,2,3,3,3,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
