"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",3,1,1,1,3,3,3,1,3,2,3,1,2,1,3,3,1,1,1
"2",3,2,3,3,3,3,1,2,2,1,3,2,2,2,1,3,3,1,2
"3",1,1,2,3,1,1,1,3,3,3,2,3,2,3,3,1,2,1,2
"4",2,1,2,3,3,3,1,3,1,2,2,2,1,3,2,3,1,2,1
"5",3,3,1,3,1,2,1,2,2,1,2,1,1,1,1,1,2,2,1
"6",2,3,3,1,1,1,3,3,2,1,1,1,2,3,3,2,1,2,2
"7",3,3,3,1,1,2,1,3,3,2,1,3,3,2,1,3,1,1,3
"8",1,1,1,3,2,2,3,2,3,1,1,3,2,2,2,1,1,3,1
"9",1,3,3,2,3,2,3,3,3,3,3,2,1,1,2,3,2,2,2
"10",2,2,1,2,1,3,1,1,3,3,1,1,3,2,2,1,3,2,2
"11",2,1,3,2,2,3,2,3,1,1,3,3,2,1,1,1,1,2,3
"12",1,1,3,2,1,2,1,2,1,2,3,1,1,2,3,2,3,3,3
"13",1,2,1,2,1,1,2,2,2,2,3,3,3,3,1,3,2,2,1
"14",3,3,2,1,1,3,3,2,1,3,2,3,2,1,2,3,3,3,3
"15",3,1,2,2,2,1,3,3,2,3,1,1,1,3,1,3,3,1,3
"16",3,2,3,3,2,1,3,3,1,3,3,1,3,2,2,2,2,3,1
"17",2,3,1,2,2,1,1,1,2,2,2,2,2,2,2,3,2,3,3
"18",3,1,2,3,2,3,2,2,2,2,1,3,3,1,3,2,2,2,2
"19",1,3,2,3,3,3,2,1,2,1,3,1,3,3,2,1,1,3,3
"20",1,2,3,1,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2
"21",2,3,2,2,3,1,3,2,1,1,1,2,3,2,3,1,2,1,1
"22",2,2,3,3,3,1,2,1,3,1,1,3,1,1,3,3,3,3,3
"23",2,2,2,1,2,2,1,3,2,2,3,2,3,1,3,1,3,3,1
"24",2,3,1,3,2,2,3,1,1,2,3,3,1,3,1,2,3,1,2
"25",3,1,3,2,1,2,2,1,3,1,2,2,3,3,2,2,3,1,1
"26",1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,2,1,3,2
"27",2,2,2,2,3,2,2,2,3,3,2,1,2,3,1,2,1,3,2
"28",1,2,2,1,2,3,3,1,3,1,2,2,1,2,1,2,2,2,3
"29",1,3,1,1,3,3,2,3,2,3,2,3,1,2,3,2,3,1,1
"30",3,2,1,1,3,2,2,1,1,3,1,2,2,3,3,1,2,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
