"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",4,4,1,2,1,2,4,1,2,2
"2",2,4,3,3,2,1,1,4,2,2
"3",4,3,2,2,2,1,1,2,4,1
"4",2,1,1,1,3,3,1,1,3,4
"5",3,4,3,2,4,4,2,3,1,4
"6",2,4,2,4,3,2,4,3,4,3
"7",3,1,2,3,2,3,3,1,1,3
"8",4,4,4,1,1,3,2,2,4,3
"9",2,2,3,2,1,4,3,2,3,3
"10",4,3,3,3,3,3,4,3,3,4
"11",1,1,3,4,4,3,1,2,1,2
"12",1,1,2,2,3,1,2,4,2,3
"13",4,2,2,4,1,4,1,4,2,4
"14",4,1,4,4,4,1,3,3,3,2
"15",2,2,1,3,4,1,4,2,1,4
"16",1,3,4,4,2,2,3,1,2,4
"17",3,1,4,1,1,1,4,4,4,4
"18",2,3,3,4,1,1,2,1,1,1
"19",1,3,1,1,2,4,1,3,1,3
"20",3,2,4,2,2,3,4,3,2,1
"21",3,3,4,3,4,2,1,4,3,3
"22",1,1,1,3,1,2,2,3,4,1
"23",3,4,1,4,3,4,3,2,2,1
"24",3,2,2,1,2,2,2,2,3,2
"25",2,3,1,2,4,3,3,4,4,2
"26",4,2,3,1,3,2,3,4,1,1
"27",1,4,2,1,4,4,4,1,3,1
"28",1,2,4,3,3,4,2,1,4,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
