"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,1,1,2,3,2,1,4,3,1,2,3,3,3,1
"2",1,1,2,4,4,1,3,1,2,4,1,2,2,3,3
"3",4,1,2,2,2,2,1,3,1,3,3,2,4,1,3
"4",2,4,1,3,3,4,2,4,4,3,1,2,2,1,3
"5",2,2,1,4,4,4,4,2,1,3,3,1,4,2,1
"6",4,2,1,3,3,1,4,1,2,3,2,3,1,4,2
"7",3,3,2,4,3,1,2,2,3,2,1,1,4,2,2
"8",3,4,1,1,1,3,2,2,1,1,2,3,1,3,3
"9",1,1,1,4,2,2,3,3,4,1,4,1,1,4,2
"10",3,3,1,4,3,3,4,3,2,4,4,2,3,1,4
"11",2,3,3,3,4,2,2,2,2,4,3,3,4,4,3
"12",1,2,4,3,2,3,4,4,3,4,2,4,4,2,3
"13",4,4,4,1,3,1,3,3,4,4,2,2,4,2,1
"14",3,1,4,1,4,4,1,4,1,4,1,4,1,4,2
"15",3,4,3,2,2,4,4,3,2,2,2,1,2,3,3
"16",2,4,2,1,1,1,4,4,3,3,4,1,4,4,4
"17",1,1,3,1,3,3,2,4,2,2,3,1,1,2,4
"18",2,3,3,1,2,2,4,1,1,1,1,2,3,2,2
"19",2,2,4,2,1,1,2,3,2,3,4,4,2,2,2
"20",1,2,2,4,1,4,2,3,1,2,2,3,3,4,4
"21",4,4,2,3,4,3,1,1,4,2,4,4,3,2,2
"22",1,3,3,3,1,3,1,3,3,3,1,2,1,3,1
"23",3,1,3,3,1,4,3,2,3,1,3,2,3,1,2
"24",4,1,2,1,2,4,1,2,2,4,4,3,2,2,1
"25",4,2,3,1,3,2,3,2,4,3,1,4,3,4,3
"26",4,3,2,2,4,3,3,4,1,1,2,1,2,4,1
"27",1,3,1,1,4,1,1,3,3,1,3,4,2,1,3
"28",2,3,2,2,2,4,3,1,4,4,3,4,1,3,4
"29",3,2,3,3,2,1,3,4,1,2,4,3,1,1,1
"30",1,4,1,2,1,2,3,1,2,2,1,4,4,1,1
"31",4,2,4,2,4,4,2,1,3,1,4,2,4,3,4
"32",4,3,4,4,1,2,4,4,4,2,3,3,2,3,2
"33",1,4,4,3,3,1,1,2,1,1,4,1,3,3,4
"34",3,2,3,4,1,2,1,1,4,4,2,1,2,1,4
"35",2,1,4,2,4,3,4,2,4,2,1,3,1,1,4
"36",3,4,4,4,2,3,2,1,3,3,3,4,3,4,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
