"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,2,2,2,2,3,1,1
"2",2,2,1,3,3,3,3,2
"3",2,1,1,2,3,2,3,3
"4",2,1,3,3,1,2,2,1
"5",1,2,3,1,1,3,3,1
"6",2,3,2,1,1,3,3,2
"7",3,1,1,3,2,3,2,1
"8",2,3,1,1,2,2,2,1
"9",1,2,2,1,3,2,2,3
"10",1,3,1,3,1,3,2,3
"11",2,1,3,1,2,1,2,3
"12",3,3,3,1,3,3,3,3
"13",1,3,2,2,1,1,1,3
"14",3,3,1,2,2,3,1,2
"15",1,3,2,3,2,1,3,1
"16",1,3,3,2,2,2,3,2
"17",3,1,3,3,1,1,3,2
"18",3,1,2,1,3,1,1,1
"19",1,2,1,3,3,1,1,1
"20",1,1,1,1,1,2,1,2
"21",2,2,1,2,1,1,2,2
"22",3,1,2,2,1,2,3,1
"23",3,2,1,1,2,1,3,3
"24",3,2,3,2,1,2,1,3
"25",3,2,2,3,2,2,2,2
"26",2,2,3,1,3,1,1,2
"27",2,3,2,3,3,2,1,3
"28",1,1,2,2,3,3,2,2
"29",3,3,3,2,3,1,2,1
"30",1,1,3,3,2,3,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
