"","V1","V2","V3","V4"
"1",2,2,2,3
"2",2,3,2,1
"3",2,3,3,2
"4",3,2,3,1
"5",3,3,1,2
"6",1,2,1,2
"7",3,2,1,3
"8",3,3,3,3
"9",1,3,1,3
"10",1,1,1,2
"11",1,1,3,1
"12",2,1,2,2
"13",3,1,2,2
"14",2,3,1,1
"15",1,3,1,1
"16",1,2,3,2
"17",3,2,1,1
"18",1,1,2,3
"19",1,2,3,3
"20",2,2,3,3
"21",3,3,2,3
"22",2,2,1,2
"23",2,1,3,3
"24",2,3,1,3
"25",2,1,2,3
"26",1,3,3,2
"27",3,1,2,1
"28",3,1,1,3
"29",1,2,2,1
"30",2,2,3,1
"31",3,3,2,1
"32",2,1,3,2
"33",2,1,1,1
"34",3,1,3,2
"35",1,3,2,2
"36",3,2,2,2
"37",1,1,1,1
"38",3,3,3,1
"39",1,2,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
