"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,2,3,2,1,1,3,3,2,2,1,3,1,3,3
"2",2,3,3,3,3,1,3,2,3,1,2,1,3,2,1
"3",3,1,2,2,3,2,1,2,1,1,3,1,2,1,3
"4",2,1,2,2,2,1,2,3,2,3,3,2,1,2,1
"5",1,2,1,2,1,3,1,2,2,1,2,3,1,2,1
"6",1,1,2,3,1,1,2,2,3,2,1,2,2,2,3
"7",3,2,3,1,3,1,1,3,1,1,1,2,2,2,2
"8",3,1,1,3,2,2,1,2,2,3,1,3,3,1,2
"9",2,3,2,3,2,3,1,1,2,1,1,1,2,3,1
"10",2,2,1,3,3,1,1,1,3,3,3,3,1,1,3
"11",1,1,3,1,2,1,1,1,1,2,2,1,3,3,1
"12",2,3,3,2,3,2,2,2,2,2,2,2,1,1,2
"13",1,2,2,1,1,1,3,1,2,1,3,2,3,1,2
"14",2,1,1,1,2,1,2,2,3,1,2,3,2,3,2
"15",2,1,1,2,3,3,3,1,1,2,1,2,3,2,2
"16",1,3,2,1,3,2,1,3,3,2,1,3,1,1,1
"17",1,3,3,2,2,2,3,1,3,3,3,3,2,2,2
"18",2,2,2,1,1,2,3,2,1,3,1,1,1,3,2
"19",3,2,1,1,2,3,3,2,3,2,3,2,2,1,1
"20",3,3,2,2,1,3,1,3,3,3,2,2,3,3,2
"21",3,1,3,3,1,2,2,1,3,1,3,2,1,3,1
"22",1,2,3,2,2,3,2,3,3,1,1,1,3,1,3
"23",3,2,2,3,2,2,2,1,1,2,2,3,3,2,3
"24",1,2,1,3,3,3,2,3,2,2,3,1,2,3,2
"25",3,1,2,1,3,3,3,1,2,3,2,1,1,2,3
"26",1,3,1,3,2,2,3,3,1,1,2,2,1,3,3
"27",2,1,3,3,1,3,3,3,1,3,2,3,2,1,1
"28",3,3,1,2,1,1,2,1,1,3,1,1,2,1,1
"29",1,3,3,1,3,3,2,2,1,3,3,3,3,3,3
"30",2,3,1,1,1,2,1,3,2,2,3,1,3,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
